filename,Block_No,Seq_num,pageno,toppage,top,left,height,width,fonts_type,fonts_size,LABEL,Text
i1,22,114,2,882,1330,297,284,241,TimesLTStd-Roman,9,BODY,"might exist using a supervised classiﬁer then extracted featurepoints using scale invariant feature transform (SIFT) [17] .Then support vector machine (SVM) has been used in orderto discriminate between the cars and all other objects. Foursteps for car detection system have been introduced in [18].The proposed system in [18] starts with selecting the areasthat might have cars. Then, two sets of histogram of orientedgradients (HOG) features are extracted for vertical and hor-izontal ﬁltering directions. The discrimination between thecars and other objects has been performed by one of three sug-gested techniques: mutual information measure, normalized"
i1,22,115,2,882,1330,297,284,241,TimesLTStd-Roman,9,BODY,"cross correlation, and combination of the correlation measure"
i1,22,116,2,882,1330,297,284,241,TimesLTStd-Roman,9,BODY,"with SVM classiﬁcation. The discrimination is obtained byassociating an orientation value to the points classiﬁed ascars. Finally, the points that belong to the same car aremerged. Fast vehicle orientation and type detection has been"
i1,22,117,2,882,1330,297,284,241,TimesLTStd-Roman,9,BODY,introduced in [12]. The proposed system has two stages. Theﬁrst stage utilizes fast binary sliding window object detector
i1,23,118,2,882,1139,36,32,221,FormataOTF-Bold,6,FI,FIGURE 1.
i1,23,119,2,882,1139,36,32,221,FormataOTFMd,6,BODY,Examples of some of vehicle detection challenges (small
i1,23,120,2,882,1139,36,32,221,FormataOTFMd,6,BODY,"vehicle sizes, different types and orientations, other similar objectssuch as air conditioning units on building, trash bins, and roadmarks) are shown by red ellipses."
i1,24,121,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"On the other hand, aerial images captured by airplane or UAV"
i1,24,122,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"provide a higher spatial resolution of 0.1 to 0.5m [7], [8] com-"
i1,24,123,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,pared to satellite images which make them more preferable
i1,24,124,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"in solving vehicle detection and counting task. In addition,"
i1,24,125,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"data acquisition is easier in UAV aerial images [9]. Thus,vehicle detection task became attainable due to high spatial"
i1,24,126,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"resolution provided by aerial images. Nowadays, UAV are"
i1,24,127,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,increasingly used in capturing images for vehicle detection
i1,24,128,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"task. The beneﬁts of using UAV include low cost, fast acqui-"
i1,24,129,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"sition of images, and environment-friendliness. The proposedalgorithms for vehicle detection in the literature can be cat-"
i1,24,130,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,egorized into two groups: shallow-learning-based methods
i1,24,131,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,and deep-learning-based methods. In shallow-learning-based
i1,24,132,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"methods, hand-crafted features are engineered and followed"
i1,24,133,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"by a classiﬁer or cascade of classiﬁers [1], [10], [11]. How-"
i1,24,134,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"ever, shallow-learning-based methods do not give the desiredaccuracy in vehicle detection task and, recently, have been"
i1,24,135,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"outperformed by deep learning architectures such as con-volution neural network (CNN). On the other hand, deeplearning-based methods have been used for vehicle detectiontask because of their outstanding performance in differentdomains such as images and sounds. More speciﬁcally, regionbased convolution neural network (RCNN) methods achievedoutstanding performance in object detection tasks [12].Faster RCNN [13] utilizes a fully convolution regional pro-posal network to generate region candidates which will beinferred by a classiﬁer attached to region proposal net-work (RPN). Region proposal based networks perform better"
i1,24,136,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,than shallow learning due to the following reasons i) CNN
i1,24,137,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,improves the performance because of the automatic featuresgeneration which is more powerful than hand-crafted featuresii) region-based CNN model is less time consuming com-pared with sliding-window-based models because it reduces
i1,24,138,2,882,1199,36,416,241,TimesLTStd-Roman,9,BODY,"search space by examining hundreds of proposed objectsrather than searching the whole image. Even though, region"
i1,25,139,2,882,1629,36,5,45,FormataOTF-Reg,5,BODY,"VOLUME 6, 2018"
i1,26,140,2,882,1629,522,6,16,FormataOTF-Reg,6,BODY,2221
i1,27,141,3,1715,1741,135,6,402,FormataOTF-Reg,6,BODY,H. Tayara
i1,27,142,3,1715,1741,135,6,402,FormataOTF-Italic,6,BODY,et al.
i1,27,143,3,1715,1741,135,6,402,FormataOTF-Reg,6,BODY,: Vehicle Detection and Counting in High-Resolution Aerial Images Using Convolutional Regression Neural Network
i1,28,144,3,1715,2026,67,15,415,FormataOTF-Bold,6,FI,FIGURE 2.
i1,28,145,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,Training procedure tries to find a mapping function that maps the input image
i1,28,146,3,1715,2026,67,15,415,FormataOTFMdIt,6,BODY,I
i1,28,147,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,(
i1,28,148,3,1715,2026,67,15,415,FormataOTFMdIt,6,BODY,x
i1,28,149,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,) to the density map
i1,28,150,3,1715,2026,67,15,415,FormataOTFMdIt,6,BODY,D
i1,28,151,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,(
i1,28,152,3,1715,2026,67,15,415,FormataOTFMdIt,6,BODY,x
i1,28,153,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,).(left) Represents the input image
i1,28,154,3,1715,2026,67,15,415,FormataOTFMdIt,6,BODY,I
i1,28,155,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,(
i1,28,156,3,1715,2026,67,15,415,FormataOTFMdIt,6,BODY,x
i1,28,157,3,1715,2026,67,15,415,FormataOTFMd,6,BODY,) whereas (right) is the density map. Each vehicle is represented by 2-D Gaussian function.
i1,29,158,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,which returns bounding boxes of vehicles without orientation
i1,29,159,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,or type information. The second stage applies multi-class
i1,29,160,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,classiﬁers on bounding boxes in order to decide the type andthe orientation of the vehicles. Moranduzzo
i1,29,161,3,1715,2063,36,380,241,TimesLTStd-Italic,9,BODY,et al.
i1,29,162,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,[19] have
i1,29,163,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,introduced a fast and general object detection in which non-
i1,29,164,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,linear ﬁlters are used to combine image gradient features
i1,29,165,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,at different orders which produces features vector of very
i1,29,166,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,"high dimension. Therefore, features reduction process has"
i1,29,167,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,been utilized. The reduced features vector has been used byGaussian process regression (GPR) model in order to decide
i1,29,168,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,"the presence of the target object. Finally, they have used"
i1,29,169,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,an empirical threshold value for the ﬁnal decision. Super-
i1,29,170,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,pixel segmentation method has been introduced for vehicle
i1,29,171,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,"detection task in [20]. After segmentation, patches located atthe center of the super-pixel have been extracted for training"
i1,29,172,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,"and detection sets; then sparse representation dictionary hasbeen created from training set. Therefore, selected trainingsubset enables high discriminative ability for vehicle detec-tion. Another method has been proposed by [21] in which itintegrates linear SVM classiﬁer and Viola-Jones with HOGfeatures. Firstly, roads and on-road vehicles are aligned tovehicle detectors by adopting a roadway orientation adjust-ment method. Then, HOG and SVM or V-J methods canbe applied to achieve higher accuracy. Local and globalinformation of the vehicles in high resolution images havebeen studied together in order to increase the accuracy ofvehicle detection [22]. Two detectors have been utilized forfront wind shield samples and whole vehicle samples. Thecombined outputs have resulted in improving the accuracyof the system. Geometric constraint function has been uti-lized via improved entropy rate clustering (IERC) in order to"
i1,29,173,3,1715,2063,36,380,241,TimesLTStd-Roman,9,BODY,"obtain more homogeneous, regular, balanced, and compact"
i1,30,174,3,1715,2063,297,57,241,TimesLTStd-Roman,9,BODY,super-pixels [23]. The resulted super-pixels are considered
i1,30,175,3,1715,2063,297,57,241,TimesLTStd-Roman,9,BODY,"as the seeds for training sample selection. In addition,correlation-based sequential dictionary learning (CSDL) has"
i1,30,176,3,1715,2063,297,57,241,TimesLTStd-Roman,9,BODY,been constructed for fast sequential training and updating of
i1,30,177,3,1715,2063,297,57,241,TimesLTStd-Roman,9,BODY,the dictionary.
i1,31,178,3,1715,2135,297,308,241,FormataOTFMdIt,8,H2,B. DEEP-LEARNING-BASED METHODS
i1,31,179,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,Most of the works proposed in this category use convolution
i1,31,180,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,"neural network for automatic features extraction. In [24],"
i1,31,181,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,deep convolutional neural network with multi-scale spa-
i1,31,182,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,tial pyramid pooling (SPP) has been employed in extract-
i1,31,183,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,"ing the target patterns with different sizes. However, inputimages have been pre-processed by maximum normed gra-"
i1,31,184,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,dient algorithm in order to restore the edges of the objects.
i1,31,185,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,Another deep learning approach has been introduced by [25].
i1,31,186,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,"In this work, the input image has been segmented into smallhomogeneous regions. Then the features in the segmentedregions are extracted using pre-trained convolutional neuralnetwork (CNN) by a sliding-window approach. Windows areclassiﬁed using support vector machine (SVM) into car andno-car classes. Finally, post-processing is done such as mor-phological dilation to smooth the detected regions and ﬁll theholes. In addition, the number of the cars detected has beendetermined by the estimation of the detected regions. Hyperfeature map that combines hierarchical feature maps havebeen used in an accurate vehicle proposal network (AVPN)in [26]. Vehicle location and attributes have been extracted bythe proposed coupled regional convolutional network methodwhich merges an AVPN and a vehicle attribute learning net-work. Fast and Faster R-CNN have been explored in [27].In order to overcome the limitations in Fast and Faster"
i1,31,187,3,1715,2135,297,308,241,TimesLTStd-Roman,9,BODY,"R-CNN, a new architecture has been proposed. They have"
i1,32,188,3,1715,2462,36,6,16,FormataOTF-Reg,6,BODY,2222
i1,33,189,3,1715,2462,492,5,45,FormataOTF-Reg,5,BODY,"VOLUME 6, 2018"
i1,34,190,4,2548,2574,36,6,402,FormataOTF-Reg,6,BODY,H. Tayara
i1,34,191,4,2548,2574,36,6,402,FormataOTF-Italic,6,BODY,et al.
i1,34,192,4,2548,2574,36,6,402,FormataOTF-Reg,6,BODY,: Vehicle Detection and Counting in High-Resolution Aerial Images Using Convolutional Regression Neural Network
i1,35,193,4,2548,2614,297,6,206,FormataOTF-Bold,6,TA,TABLE 1.
i1,35,194,4,2548,2614,297,6,206,FormataOTFMd,6,BODY,Detailed architecture of the proposed system (FCRN).
i1,36,195,4,2548,2838,36,6,236,FormataOTF-Bold,6,FI,FIGURE 3.
i1,36,196,4,2548,2838,36,6,236,FormataOTFMd,6,BODY,The proposed system. (a) Training phase. (b) Inference Phase.
i1,37,197,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,improved the detection accuracy of the small-sized objects
i1,37,198,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,by using the resolution of the output of the last convolutional
i1,37,199,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,layer and adapting anchor boxes of RPN as feature map.Another improved detection method based on Faster R-CNN
i1,37,200,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,has been introduced by [28]. They have solved the limitations
i1,37,201,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,of Faster R-CNN by a proposing hyper region proposal net-
i1,37,202,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,work (HRPN) that extracts vehicle targets with a hierarchical
i1,37,203,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,"feature maps. In addition, a cascade of boosted classiﬁer has"
i1,37,204,4,2548,2873,36,105,241,TimesLTStd-Roman,9,BODY,been used to classify the extracted regions.
i1,38,205,4,2548,2995,36,32,241,FormataOTF-Bold,8,H1,III. THE PROPOSED SYSTEM
i1,38,206,4,2548,2995,36,32,241,TimesLTStd-Roman,9,BODY,"In this section, we introduce the architecture of the proposed"
i1,38,207,4,2548,2995,36,32,241,TimesLTStd-Roman,9,BODY,"system, ground truth preparation, and implementation details."
i1,39,208,4,2548,3044,36,141,241,FormataOTFMdIt,8,H2,A. FULLY CONVOLUTIONAL REGRESSIONNETWORK (FCRN)
i1,39,209,4,2548,3044,36,141,241,TimesLTStd-Roman,9,BODY,We propose to solve vehicle detection and counting prob-
i1,39,210,4,2548,3044,36,141,241,TimesLTStd-Roman,9,BODY,"lem by a fully convolutional regression network (FCRN).Fig 3 illustrates the proposed system. During training, aninput image and its corresponding ground truth are given tothe FCRN where the goal is to minimize the error betweenthe ground truth and predicted output. During inference, theoutput of the trained model goes under an empirical thresh-olding after which a simple connected component algorithmis used for returning the count and the location of the detectedvehicles."
i1,40,211,4,2548,3187,36,93,241,TimesLTStd-Roman,9,BODY,"In the proposed architecture, we build an auto-encoder-like"
i1,40,212,4,2548,3187,36,93,241,TimesLTStd-Roman,9,BODY,network as shown in Fig. 4. FCRN has two paths: down-
i1,40,213,4,2548,3187,36,93,241,TimesLTStd-Roman,9,BODY,sampling path and up-sampling path. The down-samplingpath is the pre-trained VGG-16 network [29]. This path con-sists of repeated padded 3
i1,40,214,4,2548,3187,36,93,241,MTSYN,9,BODY,×
i1,40,215,4,2548,3187,36,93,241,TimesLTStd-Roman,9,BODY,3 convolutions followed byrectiﬁed linear unit (ReLU) and a max pooling operation.
i1,40,216,4,2548,3187,36,93,241,TimesLTStd-Roman,9,BODY,VGG-16 network has been trained on ImageNet large scalevisual recognition challenge (ILSVRC) dataset [30]. We use
i1,41,217,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,the layers up to ’conv5’ from VGG-16 network. Removing
i1,41,218,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,"the remaining layers reduces the number of the parameterssigniﬁcantly. In the up-sampling path, the symmetry has been"
i1,41,219,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,broken because of asymmetric nature of image regression
i1,41,220,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,problem (the input is an image and the output is a density
i1,41,221,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,"map). We have used a skip connections in order to merge ﬁne,"
i1,41,222,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,"shallow, appearance information and coarse, deep, semantic"
i1,41,223,4,2548,2962,297,117,241,TimesLTStd-Roman,9,BODY,"information. Therefore, accurate vehicles detection and local-ization has been achieved. The detailed architecture is given"
