filename,Block_No,Seq_num,pageno,toppage,top,left,height,width,fonts_type,fonts_size,LABEL,Text,Unnamed: 10
s1,18,35,2,766,1001,51,249,337,VlqtgtAdvPTimes,9,BODY,"production planning in some industries (see Bassok et al. 2002). Except for papersthat address disruption risks (e.g., Asian 2014; Hou et al. 2010), all contributions inthe ﬁeld of contract analysis under yield randomness restrict to situations where theyield type is characterized by stochastically proportional random yields. This alsoholds for a prior work of Inderfurth and Clemens (2014) which considers thecoordination properties of various risk-sharing contracts under this type of yieldrandomness.",
s1,19,36,2,766,1252,51,117,337,VlqtgtAdvPTimes,9,BODY,"The preference for the assumption of stochastically proportional yield is mainlydue to the fact that this yield type is relatively easy to handle analytically in standardyield models where only a single production run per period is used for demandfulﬁllment. In this model context, already the basic analytical studies by Gerchak",
s1,19,37,2,766,1252,51,117,337,VlqtgtAdvPTimes,9,BODY,et al. (1988) and Henig and Gerchak (1990) which investigate the optimal policy,
s1,19,38,2,766,1252,51,117,337,VlqtgtAdvPTimes,9,BODY,"structure in a centralized supply chain setting with random yield environment referto the stochastically proportional yield type. In practice, this form of productionyield is only observed if yield losses are caused by an external effect that has a jointimpact on a complete production batch so that the yield of each unit in the batch is",
s1,19,39,2,766,1252,51,117,337,VlqtgtAdvPTimes,9,BODY,"perfectly correlated. Often, however, other yield types are found (see Yano and Lee",
s1,20,40,2,766,1384,52,14,39,NbhgjyAdvSPRING-R,14,BODY,123,
s1,21,41,3,1482,1515,51,7,120,VlqtgtAdvPTimes,7,BODY,Business Research (2015) 8:301–332,
s1,22,42,3,1482,1515,376,7,11,VlqtgtAdvPTimes,7,BODY,303,
s1,23,43,3,1482,1540,51,69,337,VlqtgtAdvPTimes,9,BODY,"1995) which are of greater practical relevance and demand for speciﬁc considerationin decision making and contract analysis. Literature contributions which refer to alarger variety of yield models concentrate on planning situations where multipleproduction lots within a single period can be released [see (Grosfeld-Nir andGerchak 2004) for an overview]. These studies, however, only address centralizeddecision making problems.",
s1,24,44,3,1482,1611,51,141,337,VlqtgtAdvPTimes,9,BODY,"In our study, we focus on problems with a single production run and deviate fromthe assumption of stochastically proportional yield. Instead, we study a frameworkwith binomially distributed yield which is characterized by a zero yield correlationof units within a production batch. This yield property is observed if failures inmanufacturing operations or if material defectives occur independently in aproduction process. Since the properties of stochastically proportional and binomialis by no meansyield are contrary (perfect vs. zero yield correlation),straightforward if the coordination properties of contracts hold for both yield typesin the same way. This paper is the ﬁrst one that addresses the analysis ofcoordination by contracts under binomial yield conditions and investigates to whichextent the results for stochastically proportional yields in Inderfurth and Clemens(2014) carry over to a situation where yields are binomially distributed.",
s1,25,45,3,1482,1683,302,9,5,VlqtgtAdvPTimes,9,BODY,it,
s1,26,46,3,1482,1755,51,117,337,VlqtgtAdvPTimes,9,BODY,"In this context, the main purpose of this paper is to study how contracts can belosses which are driven by uncoordinated behavior.used to diminish proﬁtthree different contracts are applied and analyzed regarding theirTherefore,coordination ability, namely the simple wholesale price contract, a reward contract[overproduction risk-sharing contract, ﬁrst introduced by He and Zhang (2008)] anda penalty contract (compare Gurnani and Gerchak 2007). Comparable to thethe doublenewsvendor setting with stochastic demand butmarginalization effect of the wholesale price contract is found in our setting. Bothadvanced contract types can be shown to facilitate supply chain coordination ifcontract parameters are chosen appropriately.",
s1,27,47,3,1482,1827,268,9,66,VlqtgtAdvPTimes,9,BODY,"reliable supply,",
s1,28,48,3,1482,1874,51,93,337,VlqtgtAdvPTimes,9,BODY,The rest of this paper is organized as follows. In Sect. 2 the supply chain model,
s1,28,49,3,1482,1874,51,93,337,VlqtgtAdvPTimes,9,BODY,"and the yield distribution are introduced. In part 3 the centralized supply chain isanalyzed in a binomial yield setting to generate a benchmark for decisions andobjective values in the following contract analyses. Section 4 describes threecontract designs, namely the wholesale price contract, the overproduction risksharing contract, and the penalty contract and analyzes them with respect to theirsupply chain coordination potential. Section 5 summarizes main results, highlightsproblems caused by yield misspeciﬁcation and suggests aspects of further research.",
s1,29,50,3,1482,1993,51,10,123,FktwwqAdvPTimesB,10,H2,2 Model and assumptions,
s1,30,51,3,1482,2018,51,69,337,VlqtgtAdvPTimes,9,BODY,This paper considers a basic single-period interaction within a serial supply chain,
s1,30,52,3,1482,2018,51,69,337,VlqtgtAdvPTimes,9,BODY,"with one buyer (indicated by B) and one supplier (indicated by S). It is assumed thatall cost, price, and yield information is common knowledge. In contrast to that,deterministic end-customer demand is not common knowledge but only known tothe buyer. As the supplier decision is totally independent from end-customer",
s1,30,53,3,1482,2018,51,69,337,VlqtgtAdvPTimes,9,BODY,"demand, this is a reasonable assumption. This setting connects to the ﬁeld of",
s1,31,54,3,1482,2100,348,14,39,NbhgjyAdvSPRING-R,14,BODY,123,
s1,32,55,4,2198,2231,51,7,11,VlqtgtAdvPTimes,7,BODY,304,
s1,33,56,4,2198,2231,267,7,120,VlqtgtAdvPTimes,7,BODY,Business Research (2015) 8:301–332,
s1,34,57,4,2198,2351,51,8,171,FktwwqAdvPTimesB,7,FI,Fig. 1,
s1,34,58,4,2198,2351,51,8,171,VlqtgtAdvPTimes,7,FI,Serial supply chain and course of interaction,
s1,35,59,4,2198,2380,51,69,337,VlqtgtAdvPTimes,9,BODY,"contracting in a principal-agent context with information asymmetry [see (Corbettand Tang 1999) or (Burnetas et al. 2007)] where the principal (buyer) is betterinformed than the agent (supplier). Nevertheless, this property has no effect on theagent’s proﬁt because it is not a direct function of the principal’s information ondemand (compare Maskin and Tirole 1990). The supply chain and the course ofinteraction (explained below) are depicted in Fig. 1.",
s1,36,60,4,2198,2451,51,69,337,VlqtgtAdvPTimes,9,BODY,Assume the above two-member supply chain (indexed by SC). End-customerdemand is denoted by,
s1,36,61,4,2198,2451,51,69,337,FvggtbAdvPTimesI,9,BODY,D,
s1,36,62,4,2198,2451,51,69,337,VlqtgtAdvPTimes,9,BODY,. The buyer orders from the supplier an amount of,
s1,36,63,4,2198,2451,51,69,337,FvggtbAdvPTimesI,9,BODY,X,
s1,36,64,4,2198,2451,51,69,337,VlqtgtAdvPTimes,9,BODY,"units.The production process of the supplier, however, underlies risks which lead torandom production yields, i.e., although the production input is ﬁxed the outputquantity in a speciﬁc production run is uncertain. The supplier can, due toproduction lead times, realize only a single production run.",
s1,37,65,4,2198,2523,51,225,337,VlqtgtAdvPTimes,9,BODY,"In the following, production yield is denoted by",
s1,37,66,4,2198,2523,51,225,337,FvggtbAdvPTimesI,9,BODY,Y,
s1,37,67,4,2198,2523,51,225,337,PkysmpAdvP4C4E74,9,BODY,ð,
s1,37,68,4,2198,2523,51,225,337,FvggtbAdvPTimesI,9,BODY,Q,
s1,37,69,4,2198,2523,51,225,337,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,37,70,4,2198,2523,51,225,337,VlqtgtAdvPTimes,9,BODY,where,
s1,37,71,4,2198,2523,51,225,337,FvggtbAdvPTimesI,9,BODY,Q,
s1,37,72,4,2198,2523,51,225,337,VlqtgtAdvPTimes,9,BODY,"is the productioninput chosen by the supplier. The quantity delivered to the buyer is the minimum oforder quantity and production output. Hence, the supplier faces the risk of losingsales in case of too low production yield. However, it is a reasonable assumptionthat, given a simple wholesale price contract, the supplier is not further penalized (inaddition to losing potential revenue) if end-customer demand cannot be satisﬁed dueto under-delivery. In typical business transactions the supplying side is usually",
s1,37,73,4,2198,2523,51,225,337,VlqtgtAdvPTimes,9,BODY,"measured in terms of its ability to deliver to the buyer and not to the end customer.As the mechanism to satisfy end-customer demand is not in the control of thesupplier, she cannot be held responsible for potential sales losses. However, bothactors face the risk of lost sales because under-delivery by the supplier can causeunsatisﬁed demand at the buyer as stated above. Consequently, both parties mayhave incentives to inﬂate demand (from the buyer’s perspective) or order quantity(from the supplier’s perspective) to account for the yield risk and avoid lost sales. Incase production output is larger than order quantity, excess units are worthless andcannot generate any revenue even though they incurred production cost. Sales at thebuyer are the minimum of delivery quantity and end-customer demand. If the",
s1,37,74,4,2198,2523,51,225,337,VlqtgtAdvPTimes,9,BODY,"buyer’s order and delivery quantity exceed demand, excess units are also of novalue and cannot be turned into revenues.",
s1,38,75,4,2198,2750,51,34,337,VlqtgtAdvPTimes,9,BODY,"Production yields are assumed to be binomially distributed, i.e., a unit turns out‘good’ (or usable) with success probability",
s1,38,76,4,2198,2750,51,34,337,TrjhxxAdvPSMP10,9,BODY,h,
s1,38,77,4,2198,2750,51,34,337,VlqtgtAdvPTimes,9,BODY,(0,
s1,38,78,4,2198,2750,51,34,337,PkysmpAdvP4C4E74,9,BODY,(cid:3),
s1,38,79,4,2198,2750,51,34,337,TrjhxxAdvPSMP10,9,BODY,h,
s1,38,80,4,2198,2750,51,34,337,PkysmpAdvP4C4E74,9,BODY,(cid:3),
s1,38,81,4,2198,2750,51,34,337,VlqtgtAdvPTimes,9,BODY,1) and it is unusable withcounter probability 1,
s1,38,82,4,2198,2750,51,34,337,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,38,83,4,2198,2750,51,34,337,TrjhxxAdvPSMP10,9,BODY,h,
s1,38,84,4,2198,2750,51,34,337,LvkjydAdvP4C4E51,9,BODY,:,
s1,39,85,4,2198,2816,52,14,39,NbhgjyAdvSPRING-R,14,BODY,123,
s1,40,86,5,2914,2948,51,7,120,VlqtgtAdvPTimes,7,BODY,Business Research (2015) 8:301–332,
s1,41,87,5,2914,2948,376,7,11,VlqtgtAdvPTimes,7,BODY,305,
s1,42,88,5,2914,3036,375,10,12,PkysmpAdvP4C4E74,9,BODY,ð,
s1,42,89,5,2914,3036,375,10,12,VlqtgtAdvPTimes,9,BODY,1,
s1,42,90,5,2914,3036,375,10,12,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,43,91,5,2914,3076,375,10,12,PkysmpAdvP4C4E74,9,BODY,ð,
s1,43,92,5,2914,3076,375,10,12,VlqtgtAdvPTimes,9,BODY,2,
s1,43,93,5,2914,3076,375,10,12,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,44,94,5,2914,2972,62,10,325,VlqtgtAdvPTimes,9,BODY,"Thus, the probabilities for possible yields from a production batch",
s1,44,95,5,2914,2972,62,10,325,FvggtbAdvPTimesI,9,BODY,Q,
s1,44,96,5,2914,2972,62,10,325,VlqtgtAdvPTimes,9,BODY,are given by,
s1,45,97,5,2914,2995,103,10,52,VlqtgtAdvPTimes,9,BODY,Pr,
s1,45,98,5,2914,2995,103,10,52,FvggtbAdvPTimesI,9,BODY,Y Q,
s1,45,99,5,2914,2995,103,10,52,PkysmpAdvP4C4E74,9,BODY,ð Þ ¼,
s1,45,100,5,2914,2995,103,10,52,FvggtbAdvPTimesI,9,BODY,k,
s1,46,101,5,2914,2996,112,9,4,PkysmpAdvP4C4E74,9,BODY,f,
s1,47,102,5,2914,2996,156,10,15,PkysmpAdvP4C4E74,9,BODY,g ¼,
s1,48,103,5,2914,2994,201,12,39,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,48,104,5,2914,2994,201,12,39,TrjhxxAdvPSMP10,9,BODY,h,
s1,48,105,5,2914,2994,201,12,39,FvggtbAdvPTimesI,6,BODY,k,
s1,48,106,5,2914,2994,201,12,39,VlqtgtAdvPTimes,9,BODY,1,
s1,48,107,5,2914,2994,201,12,39,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,48,108,5,2914,2994,201,12,39,TrjhxxAdvPSMP10,9,BODY,h,
s1,48,109,5,2914,2994,201,12,39,PkysmpAdvP4C4E74,9,BODY,ð,
s1,49,110,5,2914,2993,241,12,94,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,49,111,5,2914,2993,241,12,94,FvggtbAdvPTimesI,6,BODY,Q,
s1,49,112,5,2914,2993,241,12,94,PkysmpAdvP4C4E74,6,BODY,(cid:4),
s1,49,113,5,2914,2993,241,12,94,FvggtbAdvPTimesI,6,BODY,k,
s1,49,114,5,2914,2993,241,12,94,PkysmpAdvP4C4E74,9,BODY,8,
s1,49,115,5,2914,2993,241,12,94,FvggtbAdvPTimesI,9,BODY,k,
s1,49,116,5,2914,2993,241,12,94,PkysmpAdvP4C4E74,9,BODY,¼,
s1,49,117,5,2914,2993,241,12,94,VlqtgtAdvPTimes,9,BODY,0,
s1,49,118,5,2914,2993,241,12,94,LvkjydAdvP4C4E51,9,BODY,;,
s1,49,119,5,2914,2993,241,12,94,VlqtgtAdvPTimes,9,BODY,1,
s1,49,120,5,2914,2993,241,12,94,LvkjydAdvP4C4E51,9,BODY,;,
s1,49,121,5,2914,2993,241,12,94,MsjvrbAdvP4C4E59,9,BODY,. . .,
s1,49,122,5,2914,2993,241,12,94,LvkjydAdvP4C4E51,9,BODY,;,
s1,49,123,5,2914,2993,241,12,94,FvggtbAdvPTimesI,9,BODY,Q,
s1,50,124,5,2914,2986,174,12,25,MxwppxAdvP4C4E46,9,BODY,(cid:2) (cid:3),
s1,50,125,5,2914,2986,174,12,25,FvggtbAdvPTimesI,9,BODY,Q,
s1,51,126,5,2914,3003,184,9,4,FvggtbAdvPTimesI,9,BODY,k,
s1,52,127,5,2914,3020,62,9,141,VlqtgtAdvPTimes,9,BODY,Mean production yield amounts to,
s1,53,128,5,2914,3056,51,9,115,VlqtgtAdvPTimes,9,BODY,with a standard deviation of,
s1,54,129,5,2914,3036,192,11,53,TrjhxxAdvPSMP10,9,BODY,l,
s1,54,130,5,2914,3036,192,11,53,FvggtbAdvPTimesI,6,BODY,Y,
s1,54,131,5,2914,3036,192,11,53,PkysmpAdvP4C4E74,6,BODY,ð,
s1,54,132,5,2914,3036,192,11,53,FvggtbAdvPTimesI,6,BODY,Q,
s1,54,133,5,2914,3036,192,11,53,PkysmpAdvP4C4E74,6,BODY,Þ,
s1,54,134,5,2914,3036,192,11,53,PkysmpAdvP4C4E74,9,BODY,¼,
s1,54,135,5,2914,3036,192,11,53,TrjhxxAdvPSMP10,9,BODY,h,
s1,54,136,5,2914,3036,192,11,53,PkysmpAdvP4C4E74,9,BODY,(cid:2),
s1,54,137,5,2914,3036,192,11,53,FvggtbAdvPTimesI,9,BODY,Q,
s1,55,138,5,2914,3076,169,11,31,TrjhxxAdvPSMP10,9,BODY,r,
s1,55,139,5,2914,3076,169,11,31,FvggtbAdvPTimesI,6,BODY,Y,
s1,55,140,5,2914,3076,169,11,31,PkysmpAdvP4C4E74,6,BODY,ð,
s1,55,141,5,2914,3076,169,11,31,FvggtbAdvPTimesI,6,BODY,Q,
s1,55,142,5,2914,3076,169,11,31,PkysmpAdvP4C4E74,6,BODY,Þ,
s1,55,143,5,2914,3076,169,11,31,PkysmpAdvP4C4E74,9,BODY,¼,
s1,56,144,5,2914,3071,203,9,9,MxwppxAdvP4C4E46,9,BODY,p,
s1,57,145,5,2914,3071,213,29,56,MxwppxAdvP4C4E46,9,BODY,ﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃﬃ,
s1,57,146,5,2914,3071,213,29,56,TrjhxxAdvPSMP10,9,BODY,h,
s1,57,147,5,2914,3071,213,29,56,PkysmpAdvP4C4E74,9,BODY,(cid:2) ð,
s1,57,148,5,2914,3071,213,29,56,VlqtgtAdvPTimes,9,BODY,1,
s1,57,149,5,2914,3071,213,29,56,PkysmpAdvP4C4E74,9,BODY,(cid:4),
s1,57,150,5,2914,3071,213,29,56,TrjhxxAdvPSMP10,9,BODY,h,
s1,57,151,5,2914,3071,213,29,56,PkysmpAdvP4C4E74,9,BODY,Þ (cid:2),
s1,57,152,5,2914,3071,213,29,56,FvggtbAdvPTimesI,9,BODY,Q,
s1,57,153,5,2914,3071,213,29,56,MxwppxAdvP4C4E46,9,BODY,.,
s1,58,154,5,2914,3098,62,11,169,VlqtgtAdvPTimes,9,BODY,Note that the coefﬁcient of variation,
s1,58,155,5,2914,3098,62,11,169,PkysmpAdvP4C4E74,9,BODY,ð,
s1,58,156,5,2914,3098,62,11,169,TrjhxxAdvPSMP10,9,BODY,r,
s1,58,157,5,2914,3098,62,11,169,FvggtbAdvPTimesI,6,BODY,Y,
s1,58,158,5,2914,3098,62,11,169,PkysmpAdvP4C4E74,6,BODY,ð,
s1,58,159,5,2914,3098,62,11,169,FvggtbAdvPTimesI,6,BODY,Q,
s1,58,160,5,2914,3098,62,11,169,PkysmpAdvP4C4E74,6,BODY,Þ,
s1,59,161,5,2914,3098,51,121,337,TrjhxxAdvPSMP10,9,BODY,l,
s1,59,162,5,2914,3098,51,121,337,FvggtbAdvPTimesI,6,BODY,Y,
s1,59,163,5,2914,3098,51,121,337,PkysmpAdvP4C4E74,6,BODY,ð,
s1,59,164,5,2914,3098,51,121,337,FvggtbAdvPTimesI,6,BODY,Q,
s1,59,165,5,2914,3098,51,121,337,PkysmpAdvP4C4E74,6,BODY,Þ,
s1,59,166,5,2914,3098,51,121,337,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,59,167,5,2914,3098,51,121,337,VlqtgtAdvPTimes,9,BODY,"decreases as the input quantitygrows, i.e., the risk diminishes with increasing production quantity. This is differentfrom a situation with stochastically proportional yield where production yield is arandom fraction of production input and neither mean nor variance of the yield ratedepends on the batch size. Thus, a reasonable conjecture is that under binomiallydistributed yields, the risk allocation between the single actors is different from thatunder stochastically proportional yields. Hence, contract schemes with different risk-sharing mechanisms may perform differently when the lot size inﬂuences the‘‘amount of risk’’ in the supply chain and may change the proposed contract types’coordination efﬁciency. The subsequent analyses will shed light on this issue.",
s1,60,168,5,2914,3221,51,105,337,VlqtgtAdvPTimes,9,BODY,"For large values of demand (like for most consumer goods) and the respectiveproduction quantity, i.e., if the sample of the binomial distribution is sufﬁciently large,according to the De Moivre–Laplace theorem",
s1,60,169,5,2914,3221,51,105,337,VlqtgtAdvPTimes,6,BODY,1,
s1,60,170,5,2914,3221,51,105,337,VlqtgtAdvPTimes,9,BODY,the binomial distribution can beapproximated through a normal distribution. This approximation will be used in thesequel with parameters which are ﬁtted according to (1) and (2).,
s1,60,171,5,2914,3221,51,105,337,VlqtgtAdvPTimes,6,BODY,2,
s1,60,172,5,2914,3221,51,105,337,VlqtgtAdvPTimes,9,BODY,"This deviation from theexact binomial distribution is motivated by the fact that it facilitates the contract analysisby modeling the decision problem with continuous instead of discrete variables so thatgeneral analytic results with closed-form expressions can be derived. Furthermore, the",
s1,60,173,5,2914,3221,51,105,337,VlqtgtAdvPTimes,9,BODY,respective numerical results are very close to optimal under fairly high demand levels.,
s1,61,174,5,2914,3329,62,9,123,VlqtgtAdvPTimes,9,BODY,Further notation is as follows:,
s1,62,175,5,2914,3347,51,84,31,FvggtbAdvPTimesI,9,BODY,cwpf,
s1,62,176,5,2914,3347,51,84,31,FvggtbAdvPTimesI,6,BODY,S,
s1,62,177,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,9,BODY,(cid:2)ð Þ,
s1,62,178,5,2914,3347,51,84,31,FvggtbAdvPTimesI,9,BODY,F,
s1,62,179,5,2914,3347,51,84,31,FvggtbAdvPTimesI,6,BODY,S,
s1,62,180,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,9,BODY,(cid:2)ð Þ,
s1,62,181,5,2914,3347,51,84,31,FvggtbAdvPTimesI,9,BODY,f,
s1,62,182,5,2914,3347,51,84,31,FvggtbAdvPTimesI,6,BODY,Y,
s1,62,183,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,6,BODY,ð,
s1,62,184,5,2914,3347,51,84,31,FvggtbAdvPTimesI,6,BODY,Q,
s1,62,185,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,6,BODY,Þ,
s1,62,186,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,9,BODY,(cid:2)ð Þ,
s1,62,187,5,2914,3347,51,84,31,FvggtbAdvPTimesI,9,BODY,F,
s1,62,188,5,2914,3347,51,84,31,FvggtbAdvPTimesI,6,BODY,Y,
s1,62,189,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,6,BODY,ð,
s1,62,190,5,2914,3347,51,84,31,FvggtbAdvPTimesI,6,BODY,Q,
s1,62,191,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,6,BODY,Þ,
s1,62,192,5,2914,3347,51,84,31,PkysmpAdvP4C4E74,9,BODY,(cid:2)ð Þ,
s1,63,193,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,Production cost (per unit input)Wholesale price (per unit)Retail price (per unit),
s1,63,194,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,pdf,
s1,63,195,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,of standard normal distribution,
s1,63,196,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,cdf,
s1,63,197,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,of standard normal distribution,
s1,63,198,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,pdf,
s1,63,199,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,of random variable,
s1,63,200,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,Y,
s1,63,201,5,2914,3347,92,83,148,PkysmpAdvP4C4E74,9,BODY,ð,
s1,63,202,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,Q,
s1,63,203,5,2914,3347,92,83,148,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,63,204,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,(yield),
s1,63,205,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,cdf,
s1,63,206,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,of random variable,
s1,63,207,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,Y,
s1,63,208,5,2914,3347,92,83,148,PkysmpAdvP4C4E74,9,BODY,ð,
s1,63,209,5,2914,3347,92,83,148,FvggtbAdvPTimesI,9,BODY,Q,
s1,63,210,5,2914,3347,92,83,148,PkysmpAdvP4C4E74,9,BODY,Þ,
s1,63,211,5,2914,3347,92,83,148,VlqtgtAdvPTimes,9,BODY,(yield),
