filename,Block_No,Seq_num,pageno,toppage,top,left,height,width,fonts_type,fonts_size,LABEL,Text
m1,12,42,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,peptides 1-40 and1-42 (A
m1,12,43,1,50,596,76,91,443,EURM10,9,BODY,β
m1,12,44,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,1-40 and A
m1,12,45,1,50,596,76,91,443,EURM10,9,BODY,β
m1,12,46,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,1-42) [1]. The pathway leading to the formation of amyloid ﬁbrils from themonomer forms of A
m1,12,47,1,50,596,76,91,443,EURM10,9,BODY,β
m1,12,48,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,1-40 and A
m1,12,49,1,50,596,76,91,443,EURM10,9,BODY,β
m1,12,50,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,1-42 starts by the formation of small oligomers of A
m1,12,51,1,50,596,76,91,443,EURM10,9,BODY,β
m1,12,52,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,"peptides,leading to larger oligomers, then to protoﬁbrils and ﬁnally to ﬁbrils [2–4]. The involvement of amyloidplaques in the pathophysiological process of AD makes these various forms of A"
m1,12,53,1,50,596,76,91,443,EURM10,9,BODY,β
m1,12,54,1,50,596,76,91,443,URWPalladioL-Roma,9,BODY,peptides potentialbiomarkers for AD.
m1,13,55,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,"Among these forms, the small soluble neurotoxic A"
m1,13,56,1,50,689,76,132,443,EURM10,9,BODY,β
m1,13,57,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,"oligomers [5] could be candidate biomarkersfor AD, especially for the early stage of the disease when plaques start to build up well before theapparition of any cognitive symptoms. Nevertheless, one must be aware of the limitation of theirdetermination in biological samples, since there are metastable and transient species. In contrast,more stable ﬁbrillar A"
m1,13,58,1,50,689,76,132,443,EURM10,9,BODY,β
m1,13,59,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,"aggregates, which are strongly linked to neurodegeneration [6,7], could be amore reliable biomarker to AD. The presence of brain ﬁbrillar A"
m1,13,60,1,50,689,76,132,443,EURM10,9,BODY,β
m1,13,61,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,could be indirectly assessed throughthe determination of the A
m1,13,62,1,50,689,76,132,443,EURM10,9,BODY,β
m1,13,63,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,"monomers. Indeed, immunoassays have revealed a lowering in theconcentrations of monomers of A"
m1,13,64,1,50,689,76,132,443,EURM10,9,BODY,β
m1,13,65,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,1-40 and A
m1,13,66,1,50,689,76,132,443,EURM10,9,BODY,β
m1,13,67,1,50,689,76,132,443,URWPalladioL-Roma,9,BODY,"1-42 in the cerebrospinal ﬂuid (CSF) of AD patients,a result that was interpreted as reﬂecting a sequestration of such peptides in the plaques, leading totheir reduced leakage from brain to CSF [8–11]."
m1,14,68,1,50,843,76,8,188,URWPalladioL-Ital,7,HF,Separations
m1,14,69,1,50,843,76,8,188,URWPalladioL-Bold,7,HF,2018
m1,14,70,1,50,843,76,8,188,URWPalladioL-Roma,7,HF,","
m1,14,71,1,50,843,76,8,188,URWPalladioL-Ital,7,HF,5
m1,14,72,1,50,843,76,8,188,URWPalladioL-Roma,7,HF,", 2; doi:10.3390/separations5010002"
m1,15,73,1,50,843,386,7,132,URWPalladioL-Roma,7,HF,www.mdpi.com/journal/separations
m1,16,75,1,50,99,76,34,125,TimesNewRomanPS-BoldItalicMT,18,BODY,separations
m1,17,96,2,941,998,76,8,71,URWPalladioL-Ital,7,BODY,Separations
m1,17,97,2,941,998,76,8,71,URWPalladioL-Bold,7,BODY,2018
m1,17,98,2,941,998,76,8,71,URWPalladioL-Roma,7,BODY,","
m1,17,99,2,941,998,76,8,71,URWPalladioL-Ital,7,BODY,5
m1,17,100,2,941,998,76,8,71,URWPalladioL-Roma,7,BODY,", 2"
m1,18,101,2,941,999,495,7,22,URWPalladioL-Roma,7,BODY,2 of 16
m1,19,102,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,"However, the main drawback of such an approach is that one has to determine a decrease in theconcentration of peptide and not an increase above a near-zero level. To obtain speciﬁcity in the method,several A"
m1,19,103,2,941,1032,76,145,443,EURM10,9,BODY,β
m1,19,104,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,peptides must be analyzed and their relative ratio must be determined before obtaining aclear picture of A
m1,19,105,2,941,1032,76,145,443,EURM10,9,BODY,β
m1,19,106,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,"alteration [10,12,13]. The limitations of these approaches, focused on A"
m1,19,107,2,941,1032,76,145,443,EURM10,9,BODY,β
m1,19,108,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,"monomersquantiﬁcation, led to the need to determine ﬁbrils themselves. For that purpose, several methods areavailable, as the thioﬂavine T assay, in which an increase in ﬂuorescence is measured when this dyebinds to the"
m1,19,109,2,941,1032,76,145,443,EURM10,9,BODY,β
m1,19,110,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,#NAME?
m1,19,111,2,941,1032,76,145,443,EURM10,9,BODY,β
m1,19,112,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,"ﬁbrils [14]. Although sensitive, that assay does not discriminatebetween the various forms of aggregates or ﬁbrils. Besides this classical biochemical assay, the imagingapproaches, as illustrated by transmission electron microscopy or atomic force microscopy, allow ﬁnedifferentiation of the various morphological forms of A"
m1,19,113,2,941,1032,76,145,443,EURM10,9,BODY,β
m1,19,114,2,941,1032,76,145,443,URWPalladioL-Roma,9,BODY,"ﬁbrils [15], but are neither quantitative norsuitable for routine use or handling a large number of samples."
m1,20,115,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,"The capillary electrophoresis (CE) may unlock these drawbacks, as its high resolving power hasbeen shown to allow the separation of various forms of A"
m1,20,116,2,941,1181,76,172,444,EURM10,9,BODY,β
m1,20,117,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,"peptides, i.e., monomers or aggregatesobtained following in vitro incubation. CE with UV detection was employed for the analysis of severalA"
m1,20,118,2,941,1181,76,172,444,EURM10,9,BODY,β
m1,20,119,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,"monomers [16,17], for the separation of monomers and transient soluble oligomers of A"
m1,20,120,2,941,1181,76,172,444,EURM10,9,BODY,β
m1,20,121,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,"1-40or 1-42 using neutral saline background electrolyte [18–21] or a polymeric separation matrix [22].Moreover, CE-UV allowed the separation of monomers, large aggregates (migrating as wide peak) andﬁbrils (migrating as sharp peaks or spikes) [23]. In order to improve sensitivity and selectivity, CE-LIF"
m1,20,122,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,was also employed for the analysis of ﬁbrils of A
m1,20,123,2,941,1181,76,172,444,EURM10,9,BODY,β
m1,20,124,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,". For that purpose, an afﬁnity CE-LIF approachwas used, in which the ligand thioﬂavine T was added to the running buffer. In a ﬁrst study, usinga pH 9.5 running buffer, Kato et al. [24] reported, the detection of a single spike in a sample of A"
m1,20,125,2,941,1181,76,172,444,EURM10,9,BODY,β
m1,20,126,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,"1-42 was incubated for periods up to 6 days. In a second study [25], using a neutral (pH 7.79) buffer,CE was coupled to laser-induced ﬂuorescence anisotropy (LIFA) detection for the separation, of spikesobtained after incubation of A"
m1,20,127,2,941,1181,76,172,444,EURM10,9,BODY,β
m1,20,128,2,941,1181,76,172,444,URWPalladioL-Roma,9,BODY,1-40 or 1-42 for periods up to 7 days.
m1,21,129,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,"However, as the aim of these previous CE-UV and CE-LIF studies was the monitoring of the earlysteps of A"
m1,21,130,2,941,1356,76,158,444,EURM10,9,BODY,β
m1,21,131,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,"aggregation and the screening of aggregation inhibitors; they were mainly qualitative anddisregarded several analytical aspects of the ﬁbrils-related spikes, such as the presence of interferencesfrom incubation medium, the inﬂuence of running buffer or the quantitative capability of the method.Therefore, the present study sought to set up a novel and easy-to-run afﬁnity CE-LIF methodbased on thioﬂavine T for the speciﬁc analysis of ﬁbrillar forms of A"
m1,21,132,2,941,1356,76,158,444,EURM10,9,BODY,β
m1,21,133,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,aggregates obtained after in vitroincubation of A
m1,21,134,2,941,1356,76,158,444,EURM10,9,BODY,β
m1,21,135,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,1-40 monomer. The procedure was optimized to get spikes only corresponding toA
m1,21,136,2,941,1356,76,158,444,EURM10,9,BODY,β
m1,21,137,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,"aggregates, through the careful elimination of interfering factors and the electrophoretic validationof the link between spikes and particulate material. This method exhibited semi-quantiﬁcationcapabilities, led to the separation of A"
m1,21,138,2,941,1356,76,158,444,EURM10,9,BODY,β
m1,21,139,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,aggregates (likely to be ﬁbrils) of different size and showedthat highly concentrated solutions of A
m1,21,140,2,941,1356,76,158,444,EURM10,9,BODY,β
m1,21,141,2,941,1356,76,158,444,URWPalladioL-Roma,9,BODY,peptide led to the formation of aggregates of larger size thanlower-concentrated solutions did.
m1,22,142,2,941,1528,76,9,116,URWPalladioL-Bold,9,H1,2. Materials and Methods
m1,23,143,2,941,1551,76,9,59,URWPalladioL-Ital,9,H2,2.1. Chemicals
m1,24,144,2,941,1570,76,37,443,URWPalladioL-Roma,9,BODY,A
m1,24,145,2,941,1570,76,37,443,EURM10,9,BODY,β
m1,24,146,2,941,1570,76,37,443,URWPalladioL-Roma,9,BODY,"1-40 (human sequence) was from Sigma (Saint-Louis, MI, USA), Roboscreen (Lepzig, Germany)or rPeptides (Bogart, GA, USA). Thioﬂavin T was from Sigma. Chemicals used for preparing bufferswere from Sigma or from Merck (Darmstadt, Germany)."
m1,25,147,2,941,1621,76,9,157,URWPalladioL-Ital,9,H2,2.2. Samples and Reagents Preparation
m1,26,148,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,A
m1,26,149,2,941,1640,76,52,442,EURM10,9,BODY,β
m1,26,150,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,1-40 powder was dissolved in 0.1% NH
m1,26,151,2,941,1640,76,52,442,URWPalladioL-Roma,7,BODY,4
m1,26,152,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,OH to a concentration equal to 200
m1,26,153,2,941,1640,76,52,442,EURM10,9,BODY,µ
m1,26,154,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,M. This solutionwas dispatched under 20
m1,26,155,2,941,1640,76,52,442,EURM10,9,BODY,µ
m1,26,156,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,L aliquots which were placed in 500
m1,26,157,2,941,1640,76,52,442,EURM10,9,BODY,µ
m1,26,158,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,L polypropylene Eppendorf tubesand further stored at
m1,26,159,2,941,1640,76,52,442,CMSY10,10,BODY,−
m1,26,160,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,30
m1,26,161,2,941,1640,76,52,442,CMSY10,7,BODY,◦
m1,26,162,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,C. The Ringer solution used for the incubation of A
m1,26,163,2,941,1640,76,52,442,EURM10,9,BODY,β
m1,26,164,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,"peptides contained149 mM NaCl, 2.8 mM KCl, 1.2 mM CaCl"
m1,26,165,2,941,1640,76,52,442,URWPalladioL-Roma,7,BODY,2
m1,26,166,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,", 1.2 mM MgCl"
m1,26,167,2,941,1640,76,52,442,URWPalladioL-Roma,7,BODY,2
m1,26,168,2,941,1640,76,52,442,URWPalladioL-Roma,9,BODY,"and 2.78 mM phosphate buffer, pH 7.4."
m1,27,169,3,1833,1890,76,8,71,URWPalladioL-Ital,7,BODY,Separations
m1,27,170,3,1833,1890,76,8,71,URWPalladioL-Bold,7,BODY,2018
m1,27,171,3,1833,1890,76,8,71,URWPalladioL-Roma,7,BODY,","
m1,27,172,3,1833,1890,76,8,71,URWPalladioL-Ital,7,BODY,5
m1,27,173,3,1833,1890,76,8,71,URWPalladioL-Roma,7,BODY,", 2"
m1,28,174,3,1833,1891,495,7,22,URWPalladioL-Roma,7,BODY,3 of 16
m1,29,175,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,To prepare the A
m1,29,176,3,1833,1923,76,64,442,EURM10,9,BODY,β
m1,29,177,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,"aggregates, 0.9"
m1,29,178,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,179,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,L of 1 M HCl and 380
m1,29,180,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,181,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,L of Ringer solution were added toone tube containing 20
m1,29,182,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,183,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,L of 200
m1,29,184,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,185,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,M A
m1,29,186,3,1833,1923,76,64,442,EURM10,9,BODY,β
m1,29,187,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,"1-40, giving 400"
m1,29,188,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,189,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,L of a 10
m1,29,190,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,191,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,M A
m1,29,192,3,1833,1923,76,64,442,EURM10,9,BODY,β
m1,29,193,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,1-40 solution which weredispatched under 20
m1,29,194,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,195,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,L aliquots into 200
m1,29,196,3,1833,1923,76,64,442,EURM10,9,BODY,µ
m1,29,197,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,"L PCR tubes (Axygen Union City, CA, USA). These tubeswere incubated at 37"
m1,29,198,3,1833,1923,76,64,442,CMSY10,7,BODY,◦
m1,29,199,3,1833,1923,76,64,442,URWPalladioL-Roma,9,BODY,C under horizontal agitation in a temperature-controlled oven for periods oftime from 1 to 28 days.
m1,30,200,3,1833,1991,76,51,442,URWPalladioL-Roma,9,BODY,The 10 mM thioﬂavine T solution was prepared in methanol and dispatched under 50
m1,30,201,3,1833,1991,76,51,442,EURM10,9,BODY,µ
m1,30,202,3,1833,1991,76,51,442,URWPalladioL-Roma,9,BODY,L aliquotsinto 200
m1,30,203,3,1833,1991,76,51,442,EURM10,9,BODY,µ
m1,30,204,3,1833,1991,76,51,442,URWPalladioL-Roma,9,BODY,L PCR tubes which were stored at
m1,30,205,3,1833,1991,76,51,442,CMSY10,10,BODY,−
m1,30,206,3,1833,1991,76,51,442,URWPalladioL-Roma,9,BODY,20
m1,30,207,3,1833,1991,76,51,442,CMSY10,7,BODY,◦
m1,30,208,3,1833,1991,76,51,442,URWPalladioL-Roma,9,BODY,"C for period of time up to 4 weeks. On each workingday, a novel aliquot of 10 mM thioﬂavine T was thawed and used for preparing a fresh thioﬂavine Tcontaining running buffer (ﬁnal concentration 10–20"
m1,30,209,3,1833,1991,76,51,442,EURM10,9,BODY,µ
m1,30,210,3,1833,1991,76,51,442,URWPalladioL-Roma,9,BODY,M).
m1,31,211,3,1833,2046,76,64,444,URWPalladioL-Roma,9,BODY,The citrate buffer was prepared by dissolving citric acid in ultra-pure water and adjusting the pHto 3.0 by the addition of 5 M sodium hydroxide; water was then added to get a citric acid concentrationequal to 100 mM. This solution was stored at 4
m1,31,212,3,1833,2046,76,64,444,CMSY10,7,BODY,◦
m1,31,213,3,1833,2046,76,64,444,URWPalladioL-Roma,9,BODY,"C. On each working day, an aliquot from thissolution was taken out, diluted twice with water and ﬁltered through a 0.2"
m1,31,214,3,1833,2046,76,64,444,EURM10,9,BODY,µ
m1,31,215,3,1833,2046,76,64,444,URWPalladioL-Roma,9,BODY,m acetate cellulose ﬁlter.Thioﬂavine T was then added to this ﬁnal 50 mM pH 3.0 sodium citrate running buffer.
m1,32,216,3,1833,2113,76,64,442,URWPalladioL-Roma,9,BODY,"The ammonium acetate buffer was made by mixing a 250 mM solution of ammonium acetate anda 250 mM solution of acetic acid to reach a pH equal to 4.7. On each working day, an aliquot from thissolution (stored at 4"
m1,32,217,3,1833,2113,76,64,442,CMSY10,7,BODY,◦
m1,32,218,3,1833,2113,76,64,442,URWPalladioL-Roma,9,BODY,"C) was taken out, diluted ﬁve times with water and ﬁltered through a 0.2"
m1,32,219,3,1833,2113,76,64,442,EURM10,9,BODY,µ
m1,32,220,3,1833,2113,76,64,442,URWPalladioL-Roma,9,BODY,macetate cellulose ﬁlter. Thioﬂavine T was then added to this resulting 50 mM pH 4.7 ammonium acetate
m1,32,221,3,1833,2113,76,64,442,URWPalladioL-Roma,9,BODY,running buffer.
m1,33,222,3,1833,2181,76,64,443,URWPalladioL-Roma,9,BODY,"The borate buffer was prepared by mixing separate solution of 500 mM boric acid and of 125 mMsodium tetraborate until obtaining a pH equal to 8.7. The resulting 500 mM sodium borate buffer wasstored at ambient temperature. On each working day, an aliquot was taken out from this solution,diluted ten times with water and ﬁltered through a 0.2"
m1,33,223,3,1833,2181,76,64,443,EURM10,9,BODY,µ
m1,33,224,3,1833,2181,76,64,443,URWPalladioL-Roma,9,BODY,m acetate cellulose ﬁlter. Thioﬂavine T wasthen added to this resulting 50 mM pH 8.7 sodium borate running buffer.
m1,34,225,3,1833,2258,76,9,48,URWPalladioL-Ital,9,H2,2.3. CE-LIF
m1,35,226,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,"The electrophoresis system consisted of an automatic P/ACE MDQ system (Beckman-Coulter,Fullerton, CA, USA) equipped with an external LIF detector (ZetaLif, Picometrics, Toulouse, France).The excitation was performed by a Melles Griot (Carlsbad, CA, USA) diode laser at a wavelength of410 nm; emission wavelength was 490 nm. The separation was carried out with a 50"
m1,35,227,3,1833,2277,76,158,444,EURM10,9,BODY,µ
m1,35,228,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,m I.D.
m1,35,229,3,1833,2277,76,158,444,CMSY10,10,BODY,×
m1,35,230,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,350
m1,35,231,3,1833,2277,76,158,444,EURM10,9,BODY,µ
m1,35,232,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,"mO.D. fused silica capillary (Composite Metal Services, Worcester, UK) whose total and effective (i.e.,injection to detection) lengths were 70 and 53 cm, respectively. The capillary was maintained at 35"
m1,35,233,3,1833,2277,76,158,444,CMSY10,7,BODY,◦
m1,35,234,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,"C.Before each separation, the capillary was sequentially washed with 1 M sodium hydroxide (1 min,20 psi), ultra-pure water (3 min, 20 psi) and running buffer (5 min, 20 psi). Hydrodynamic injections ofthe sample were mostly performed under various pressure and duration (see results for proper details)and a 25 kV separation voltage was applied for 20–40 min. In a few cases, electrokinetic injection was"
m1,35,235,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,employed (see results for detailed conditions). Electropherograms were acquired at 15 Hz with P/ACE
m1,35,236,3,1833,2277,76,158,444,URWPalladioL-Roma,9,BODY,MDQ software. Data were further analyzed and curves were ﬁtted using the GraphPad 5 software.
m1,36,237,3,1833,2449,76,9,44,URWPalladioL-Bold,9,H1,3. Results
m1,37,238,3,1833,2472,76,10,322,URWPalladioL-Ital,9,H2,3.1. Spikes Are Present in Samples of Incubated A
m1,37,239,3,1833,2472,76,10,322,PazoMath-Italic,9,BODY,β
m1,37,240,3,1833,2472,76,10,322,URWPalladioL-Ital,9,BODY,1-40 and Reveal Aggregates
m1,38,241,3,1833,2491,76,51,442,URWPalladioL-Roma,9,BODY,The CE-LIF separations of an A
m1,38,242,3,1833,2491,76,51,442,EURM10,9,BODY,β
m1,38,243,3,1833,2491,76,51,442,URWPalladioL-Roma,9,BODY,"1-40 incubated sample compared to un-incubated matrix areshown in Figure 1. One may note the presence of spikes (average width 1.7 to 2.5 s) only in the peptidesample (arrows). In order to conﬁrm that such these spikes were due to aggregated peptide formedduring the incubation, un-incubated A"
m1,38,244,3,1833,2491,76,51,442,EURM10,9,BODY,β
m1,38,245,3,1833,2491,76,51,442,URWPalladioL-Roma,9,BODY,1-40 was analyzed under similar conditions.
m1,39,246,4,2725,2782,76,8,71,URWPalladioL-Ital,7,BODY,Separations
m1,39,247,4,2725,2782,76,8,71,URWPalladioL-Bold,7,BODY,2018
m1,39,248,4,2725,2782,76,8,71,URWPalladioL-Roma,7,BODY,","
m1,39,249,4,2725,2782,76,8,71,URWPalladioL-Ital,7,BODY,5
m1,39,250,4,2725,2782,76,8,71,URWPalladioL-Roma,7,BODY,", 2"
m1,40,251,4,2725,2782,495,7,22,URWPalladioL-Roma,7,BODY,4 of 16
m1,41,252,4,2725,3008,97,35,400,URWPalladioL-Bold,8,FI,Figure 1.
m1,41,253,4,2725,3008,97,35,400,URWPalladioL-Roma,8,BODY,Analysis of 19-day incubated 100
m1,41,254,4,2725,3008,97,35,400,EURM10,8,BODY,µ
m1,41,255,4,2725,3008,97,35,400,URWPalladioL-Roma,8,BODY,M A
m1,41,256,4,2725,3008,97,35,400,EURM10,8,BODY,β
m1,41,257,4,2725,3008,97,35,400,URWPalladioL-Roma,8,BODY,1-40 and of un-incubated Ringer. Running buffer50 mM ammonium acetate pH 4.7 + 10
m1,41,258,4,2725,3008,97,35,400,EURM10,8,BODY,µ
m1,41,259,4,2725,3008,97,35,400,URWPalladioL-Roma,8,BODY,M thioﬂavine T. Injection 0.5 psi/10 s. Note the spikes (arrows)due to the peptide.
m1,42,260,4,2725,3062,76,173,442,URWPalladioL-Roma,9,BODY,"In contrast to what could be expected, the electropherograms of un-incubated A"
m1,42,261,4,2725,3062,76,173,442,EURM10,9,BODY,β
m1,42,262,4,2725,3062,76,173,442,URWPalladioL-Roma,9,BODY,"1-40 alsocontained spikes (Supplementary Material Figure S1, top traces). Moreover, such spikes were no moreobserved if the sample was ﬁltered prior to being injected (Figure S1, bottom traces), suggesting that thesample of un-incubated A"
m1,42,263,4,2725,3062,76,173,442,EURM10,9,BODY,β
