filename,Block_No,Seq_num,pageno,toppage,top,left,height,width,fonts_type,fonts_size,Text
e11,9,21,1,50,355,207,83,354,GulliverRM,7,"Using data about votes emitted by funds in meetings held by United States banks from 2003 to 2013,we apply a genetic algorithm to a set of ﬁnancial variables in order to detect the determinants of thevote direction. Our ﬁndings indicate that there are three main explanatory factors: the market valueof the ﬁrm, the shareholder activism measured as the total number of funds voting, and the temporalcontext, which reﬂects the inﬂuence of recent critical events affecting the banking industry, includingbankruptcies, reputational failures, and mergers and acquisitions. As a result, considering that votingbehavior has been empirically linked to reputational harms, these ﬁndings can be considered as a usefulinsight about the keys that should be taken into account in order to achieve an effective reputational riskmanagement strategy."
e11,10,22,1,50,442,238,16,322,GulliverRM,7,"© 2015 AEDEM. Published by Elsevier España, S.L.U. This is an open access article under the CCBY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)."
e11,11,23,1,50,354,40,32,104,GulliverIT,6,Article history:
e11,11,24,1,50,354,40,32,104,GulliverRM,6,Received 10 June 2015Accepted 14 November 2015Available online 10 February 2016
e11,12,25,1,50,400,40,32,49,GulliverIT,6,JEL classiﬁcation:
e11,12,26,1,50,400,40,32,49,GulliverRM,6,G01G32G34
e11,13,27,1,50,442,40,40,55,GulliverIT,6,Keywords:
e11,13,28,1,50,442,40,40,55,GulliverRM,6,Genetic algorithmVoting behaviorBanking industryUnited States
e11,14,29,1,50,516,40,7,63,GulliverBL,7,1. Introduction
e11,15,30,1,50,539,40,102,251,GulliverRM,7,"The voting behavior disclosed by shareholders in corporatemeetings is a key concern for researchers into the corporategovernance ﬁeld. Actually, many investigations have been car-ried out regarding the motivations of the vote direction (Choi,Fisch, & Kahan, 2008), as well as its effects (Becker, Bergstresser,& Subramanian, 2013; Fischer, Gramlich, Miller, & White, 2009),including its connection with shareholder wealth (DeAngelo &DeAngelo, 1989; Dodd & Warner, 1983; Mulherin & Poulsen, 1998)and corporate reputation (Bernile & Jarrell, 2009; Ertimur, Ferri, &Maber, 2012; Ferri & Maber, 2013)."
e11,16,31,1,50,643,40,81,251,GulliverRM,7,"Genetic algorithms are methods of inductive learning basedon adaptive search techniques, which have the strength of usingaccumulative information regarding an unknown search space withthe aim of redirecting successive searches into the most suitablesubspaces, as an imitation of the biological evolution (Vafaie & DeJong, 1992). A candidate solution is characterized by means of alinear string similarly to a chromosome. A population advancestoward better solutions, and a ﬁtness function quantiﬁes the"
e11,17,32,1,50,748,45,6,3,MTSY,6,∗
e11,18,33,1,50,751,52,14,194,GulliverRM,6,Corresponding author.
e11,18,34,1,50,751,52,14,194,GulliverIT,6,E-mail address:
e11,18,35,1,50,751,52,14,194,GulliverRM,6,marcos.vizcaino@udc.es (M. Vizcaíno-González).
e11,19,36,1,50,518,309,49,251,GulliverRM,7,"suitability of each solution. As a consequence, this methodologyhas been successfully applied to the analysis of different scenarios,with the aim of discovering the most relevant features for the expla-nation of a certain phenomenon (Huang, Cai, & Xu, 2007; Rozsypal& Kubat, 2003; Yang & Honavar, 1998)."
e11,20,37,1,50,570,309,196,251,GulliverRM,7,"The recent developments into the quantitative ﬁnance ﬁeld haveresulted in the appearance of complex mathematical models for theexplanation of different ﬁnancial phenomena, which are frequentlycharacterized by a lack of analytic representation. In this sense, sev-eral metaheuristic algorithms have demonstrated to be a suitablemethodology for addressing these ﬁnancial problems. In particular,genetic algorithms have been successfully applied to the analy-sis of different ﬁnancial scenarios with promising results. Thus,genetic algorithms have been recently used in value-at-risk com-puting (Sharma, Thulasiram, & Thulasiraman, 2015), bankruptcyresearch (Davalos, Leng, Feroz, & Cao, 2014; Shin & Lee, 2002;Wu, Tzeng, Goo, & Fang, 2007), optimal insurance risk alloca-tion (Ha, 2013), exchange rates prediction (Vasilakis, Theoﬁlatos,Georgopoulos, Karathanasopoulos, & Likothanassis, 2013), ﬁnan-cial failures forecasting (Chen, 2014), ﬁnancial fraud detection(Hoogs, Kiehl, Lacomb, & Senturk, 2007), portfolio optimization(Chang, Yang, & Chang, 2009; Oh, Kim, & Min, 2005) and stock mar-kets prediction (Ghoshal, Mukherjee, & Dhar, 2011; Karimi, Dastgir,& Shariati, 2014; Leigh, Purvis, & Ragusa, 2002)."
e11,21,38,1,50,778,40,23,521,GulliverRM,6,"http://dx.doi.org/10.1016/j.iedee.2015.11.0022444-8834/© 2015 AEDEM. Published by Elsevier España, S.L.U. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/"
e11,21,39,1,50,778,40,23,521,GulliverRM,6,by-nc-nd/4.0/).
e11,22,40,2,910,956,152,6,317,GulliverIT,6,M. Vizcaíno-González et al. / European Research on Management and Business Economics 22 (2016) 162–166
e11,23,41,2,910,956,561,6,11,GulliverRM,6,163
e11,24,42,2,910,975,51,49,251,GulliverRM,7,"The aim of this research is to address an empirical examinationof the global vote direction observed in corporate meetings held byUnited States banks, applying a genetic algorithm over a large setof ﬁnancial variables in order to identify the key determinants ofthe voting decisions."
e11,25,43,2,910,1041,51,7,81,GulliverBL,7,2. Literature review
e11,26,44,2,910,1064,51,206,251,GulliverRM,7,"The voting behavior disclosed by shareholders in corporatemeeting has attracted increased attention from academics andpractitioners in recent times. Thus, a direct relation betweenshareholder wealth and proxy contests has been demonstrated(DeAngelo & DeAngelo, 1989; Dodd & Warner, 1983; Mulherin &Poulsen, 1998), with palpable consequences observable through-out ﬁnancial markets (Becker et al., 2013; Fischer et al., 2009). Inaddition, although there is a lack of consensus regarding the crite-ria that proxy advisors take into account in order to disclose theirvoting advise (Choi et al., 2008), they tend to acclaim a non-pro votewhen a company with low results discloses high executive compen-sation (Ertimur, Ferri, & Oesch, 2013), with a demonstrated directrelation between the application of the Say on Pay policy and cor-porate performance (Cu ˜nat, Gine, & Guadalupe, 2013), and someempirical ﬁndings on how corporate governance is linked to votedirection (Cai, Garner, & Walkling, 2009). Moreover, the damagesderived from reputational risk have been explored through votingbehavior, with voting pattern suggested as an adequate indicatorfor reputational harm (Bernile & Jarrell, 2009; Ertimur et al., 2012;Ferri & Maber, 2013)."
e11,27,45,2,910,1273,51,154,251,GulliverRM,7,"Despite being a general concern, lately the focus has turnedtoward the banking industry and the investigation of the votingpattern in this speciﬁc sector has been addressed, with specialattention to the effects of the Say on Pay policy (Yahr, 2013). Thatis a consequence of the relevant role in the germen of the ﬁnancialcrisis attributed to ﬁnancial institutions, and also frequent reputa-tional scandals affecting the banking industry contribute to explainthis raising degree of interest (Fiordelisi, Soana, & Schwizer, 2013).Indeed, it has been pointed out that the banking activity is par-ticularly sensitive to reputational issues (Allen & Santomero, 1997;Allen & Santomero, 2001; Bhattacharya & Thakor, 1993). As a matterof fact, corporate reputation has been referred as a strong com-petitive advantage for ﬁnancial institutions (Xifra & Ordeix, 2009)and reputational risk has been identiﬁed as a severe threat for thebanking business (Limentani & Tresoldi, 1998)."
e11,28,46,2,910,1430,51,123,251,GulliverRM,7,"Actually, the banking industry has been traditionally considereda suitable scope for research purposes, due to the special charac-teristics of the banking products, as well as the role that banks playas ﬁnancial intermediaries in an asymmetric information scenario(Allen & Santomero, 1997, 2001; Bhattacharya & Thakor, 1993). Infact, the United States banking industry is a particularly motivatingfocus for investigation, considering that the deregulation processthat has been affecting this sector in recent times makes it anadequate choice for addressing the corporate consequences of envi-ronmental changes (Berger, Kashyap, Scalise, Gertler, & Friedman,1995; Calomiris, 2000; Lounsbury, Hirsch, & Klinkerman, 1998;Marquis & Lounsbury, 2007)."
e11,29,47,2,910,1569,51,7,79,GulliverBL,7,3. Method and data
e11,30,48,2,910,1592,51,70,251,GulliverRM,7,"For the purpose of this research, we use the software WEKA,which is the short form for Waikato Environment for KnowledgeAnalysis, a famous solution deployed with Java technology bythe University of Waikato and distributed as free software underthe GNU General Public License, with remarkable applications formachine learning. The WEKA software includes a speciﬁc algorithmfor genetic search, which is the simple genetic algorithm described"
e11,31,49,2,910,975,320,112,251,GulliverRM,7,"in Goldberg (1989). This method estimates chromosomes consid-ering certain parameters previously stablished, including learningrate and momentum. For each chromosome, a merit indicator isprovided, as a measure of the classiﬁcation error rate. In addition,a scaled ﬁtness measure for each chromosome is also supplied(Larose, 2006). As a next step, the algorithm crosses over takingpairs of the best estimated chromosomes, and it also considers thepresence of mutations affecting descendants (Ahmed & Zeeshan,2014). Consequently, this technique results useful when it comesto build a subset of key attributes from a large dataset (Larose,2014)."
e11,32,50,2,910,1090,320,164,251,GulliverRM,7,"The data used in this study comprise votes emitted by thelargest large cap funds and by socially responsible investing fundsregarding managerial proposals about directors’ election and exec-utive compensation presented in corporate meetings organizedby companies in the United States banking sector from 2003 to2013. These voting data are collected from ofﬁcial SEC N-PX ﬁllingsby the non-proﬁt and non-partisan organization ProxyDemocracy,which has been recently referred as a suitable data provider forresearch purposes (Burns & Minnick, 2013). The ﬁnal dataset isformed by 95,234 votes corresponding to 309 United States banks.In addition, we pick different accounting and ﬁnancial indicatorsconcerning the companies in our research from the Bankscopedatabase, with the aim of discovering how these indicators affectthe vote direction disclosed in corporate meetings. As a result,this is the list of the variables considered in this investigation(Table 1)."
e11,33,51,2,910,1257,332,7,239,GulliverRM,7,"Beyond the reported calculations, no additional data transfor-"
e11,34,52,2,910,1268,320,7,92,GulliverRM,7,mation is accomplished.
e11,35,53,2,910,1297,320,7,101,GulliverBL,7,4. Results and discussion
e11,36,54,2,910,1320,332,7,239,GulliverRM,7,"As a ﬁrst step, we provide summary statistics for the numeric"
e11,37,55,2,910,1330,320,7,135,GulliverRM,7,attributes of this research (Table 2).
e11,38,56,2,910,1341,320,60,251,GulliverRM,7,"In order to apply the genetic search algorithm available in WEKAto our set of data, we begin by selecting the full training test modewith the following parameters: population size, 20; number of gen-erations, 20; probability of crossover, 0.6; probability of mutation,0.033. The results of this ﬁrst experiment are reported in the fol-lowing table (Table 3)."
e11,39,57,2,910,1404,320,81,251,GulliverRM,7,"This table shows the attributes subset in the third column. Eachindividual in the population represents one possible solution (oneattributes subset). Those with a highest ﬁtness (0.12746) corre-spond to a better solution (attributes: 1, 3, 13). Thus, the algorithmends selecting the attributes “Year (1)”, “Total number of funds (3)”and “Market capitalization (13)”. To test the stability of the results,we carry out different experiments changing the initial parameters(Table 4)."
e11,40,58,2,910,1487,320,39,251,GulliverRM,7,"As we can see, the results are consistent throughout all theexperiments, and the selected subset of attributes is always thesame. Finally, using the initial parameters, we accomplish a ﬁnalexperiment using a 10-fold cross validation mode (Table 5)."
e11,41,59,2,910,1529,320,49,251,GulliverRM,7,"The results reinforce the previous conclusions and they showthat the three main attributes still are “Year (1)”, “Total numberof funds (3)” and “Market capitalization (13)”, since they appearin 100% of the cases. However, a fourth attribute shyly arises, and“Tobin’s q (11)” is included in 20% of the folds."
e11,42,60,2,910,1582,320,81,251,GulliverRM,7,"Ultimately, all the consummated experiments point out the pre-dominance of three attributes in explaining the direction of theaggregated voting behavior observed in corporate meetings. Thus,the market capitalization appears as one of these main explana-tory factors, indicating that the market value of the ﬁrm inﬂuencesthe global vote direction. In addition, the total number of fundsvoting is also relevant, showing that the degree of activism dis-closed by institutional investors is a key determinant of the whole"
e11,43,61,3,1771,1816,142,6,317,GulliverIT,6,M. Vizcaíno-González et al. / European Research on Management and Business Economics 22 (2016) 162–166
e11,44,62,3,1771,1816,40,6,11,GulliverRM,6,164
e11,45,63,3,1771,1834,40,6,22,GulliverBL,6,Table 1
e11,46,64,3,1771,1843,40,6,87,GulliverRM,6,Description of the attributes.
e11,47,65,3,1771,1858,46,6,25,GulliverRM,6,Number
e11,48,66,3,1771,1871,46,14,28,GulliverRM,6,Feature 1Feature 2
e11,49,67,3,1771,1858,110,6,17,GulliverRM,6,Name
e11,50,68,3,1771,1871,110,14,43,GulliverRM,6,YearVote direction
e11,51,69,3,1771,1923,46,23,28,GulliverRM,6,Feature 3Feature 4Feature 5
e11,52,70,3,1771,1957,46,23,28,GulliverRM,6,Feature 6Feature 7Feature 8
e11,53,71,3,1771,1991,46,23,32,GulliverRM,6,Feature 9Feature 10Feature 11
e11,54,72,3,1771,1923,110,23,67,GulliverRM,6,Total number of fundsTotal assetsAge
e11,55,73,3,1771,1957,110,23,78,GulliverRM,6,Return on assetsOperating income growthLeverage
e11,56,74,3,1771,1991,110,23,53,GulliverRM,6,Dividend yieldOperating marginTobin’s q
e11,57,75,3,1771,1858,220,6,35,GulliverRM,6,Description
e11,58,76,3,1771,1871,220,220,334,GulliverRM,6,"This is a nominal variable with eleven values, one for each of the years contained in the sample.This is a dichotomous variable that can hold the class “sustain” or “not sustain”. For each bank and year in oursample, we count the pro votes and the non-pro votes regarding the corporate performance during that year.The non-pro votes include both abstains and against votes, since this is a common practice in the governanceindustry (Gregory-Smith & Main, 2013). If the pro votes overcome the non-pro votes, we give the class“sustain” for that bank and year. In other case, we assign the class “not sustain”.We calculate the total number of funds disclosing at least one vote for each bank and year.This variable shows the natural log of the total volume of assets for each bank and year.We calculate the number of years lapsed since the date of the ﬁrst corporate meeting of a given bank collectedin ProxyDemocracy.For each bank and year, we compute this ratio by relating operating proﬁt to total assets.For each bank and year, we calculate the inter-annual growth of the operating income.For each bank and year, we compute this ratio by relating the book value of liabilities to the book value ofequity.For each bank and year, we relate the amount of dividends paid to the market capitalization.For each bank and year, we compute this ratio by relating the operating proﬁt to the operating income.For each bank and year, we relate the market value of assets to the book value of assets. The market value ofassets is computed as the book value of assets plus the difference between the market value of equity and thebook value of equity. This calculation of the Tobin’s q ratio, and a variant that considers deferred taxes, isfrequently used in academic research (Bebchuk & Cohen, 2002; Gompers, Ishii, & Metrick, 2003; Jiao, 2010;Kaplan & Zingales, 1997) as an alternative to a more formal calculation (Lindenberg & Ross, 1981), which isdifﬁcult to use in practice. There is empirical evidence supporting the similarity between the formal and thelight deﬁnition of the Tobin’s q (Chung & Pruitt, 1994)For each bank and year, we relate the market capitalization to the net proﬁt."
e11,58,77,3,1771,1871,220,220,334,GulliverRM,6,"For each bank and year, we compute the natural log of the market capitalization.For each bank and year, we calculate this ratio by relating the net proﬁt to the book value of equity."
e11,59,78,3,1771,2119,40,6,140,GulliverRM,6,Summary statistics for the numeric attributes.
e11,60,79,3,1771,2119,309,6,127,GulliverRM,6,Results for different values of parameters.
e11,61,80,3,1771,2133,376,6,7,GulliverRM,6,PS
e11,62,81,3,1771,2147,376,82,7,GulliverRM,6,202020202020
e11,62,82,3,1771,2147,376,82,7,GulliverBL,6,20406080
e11,63,83,3,1771,2232,376,66,7,GulliverRM,6,2020202020202020
e11,64,84,3,1771,2068,46,23,32,GulliverRM,6,Feature 12
e11,64,85,3,1771,2068,46,23,32,GulliverRM,6,Feature 13Feature 14
e11,65,86,3,1771,2068,110,23,66,GulliverRM,6,Price to earnings ratio
e11,65,87,3,1771,2068,110,23,66,GulliverRM,6,Market capitalizationReturn on equity
e11,66,88,3,1771,2109,40,6,22,GulliverBL,6,Table 2
e11,67,89,3,1771,2133,46,6,27,GulliverRM,6,Attribute
e11,68,90,3,1771,2147,46,100,78,GulliverRM,6,Total number of fundsTotal assetsAgeReturn on assetsOperating income growthLeverageDividend yieldOperating marginTobin’s qPrice to earnings ratioMarket capitalizationReturn on equity
e11,69,91,3,1771,2133,152,6,17,GulliverRM,6,Mean
e11,70,92,3,1771,2147,152,100,20,GulliverRM,6,7.3698.0593.8560.0131.0830.8630.3930.1691.05816.4745.9040.112
e11,71,93,3,1771,2133,200,6,12,GulliverRM,6,Min
e11,72,94,3,1771,2133,257,6,13,GulliverRM,6,Max
e11,73,95,3,1771,2147,200,100,29,GulliverRM,6,11.1941
e11,73,96,3,1771,2147,200,100,29,MTSY,6,−
e11,73,97,3,1771,2147,200,100,29,GulliverRM,6,0.353
e11,73,98,3,1771,2147,200,100,29,MTSY,6,−
e11,73,99,3,1771,2147,200,100,29,GulliverRM,6,2.03300
e11,73,100,3,1771,2147,200,100,29,MTSY,6,−
e11,73,101,3,1771,2147,200,100,29,GulliverRM,6,21.070.128
e11,73,102,3,1771,2147,200,100,29,MTSY,6,−
e11,73,103,3,1771,2147,200,100,29,GulliverRM,6,2913.150.974
e11,73,104,3,1771,2147,200,100,29,MTSY,6,−
e11,73,105,3,1771,2147,200,100,29,GulliverRM,6,9.609
e11,74,106,3,1771,2147,257,100,28,GulliverRM,6,12115.981100.6896.8811144.6962.9917.8063184.73912.385157.439
e11,75,107,3,1771,2272,40,6,22,GulliverBL,6,Table 3
e11,76,108,3,1771,2282,40,6,119,GulliverRM,6,Results of the genetic search algorithm.
e11,77,109,3,1771,2296,149,6,45,GulliverRM,6,Generation: 20
e11,78,110,3,1771,2310,46,6,16,GulliverRM,6,Merit
e11,79,111,3,1771,2323,46,169,24,GulliverRM,6,0.10821
e11,79,112,3,1771,2323,46,169,24,GulliverRM,6,0.108210.058580.108210.098910.108210.108210.063230.101110.108210.090120.108210.108210.098910.10821
e11,79,113,3,1771,2323,46,169,24,GulliverRM,6,0.05868
e11,79,114,3,1771,2323,46,169,24,GulliverRM,6,0.108210.098390.108210.05831
e11,80,115,3,1771,2310,144,6,19,GulliverRM,6,Scaled
e11,81,116,3,1771,2323,144,169,24,GulliverRM,6,0.12746
e11,81,117,3,1771,2323,144,169,24,GulliverRM,6,0.127460.000680.127460.10370.127460.127460.012560.109310.127460.081250.127460.127460.10370.12746
e11,81,118,3,1771,2323,144,169,24,GulliverRM,6,0.00093
e11,81,119,3,1771,2323,144,169,24,GulliverRM,6,0.127460.102380.127460
e11,82,120,3,1771,2310,241,6,20,GulliverRM,6,Subset
e11,83,121,3,1771,2323,239,169,44,GulliverRM,6,1 3 13
e11,83,122,3,1771,2323,239,169,44,GulliverRM,6,1 3 131 3 9 11 131 3 131 3 11 131 3 131 3 131 3 12 131 3 8 131 3 131 3 141 3 131 3 131 3 11 131 3 13
e11,83,123,3,1771,2323,239,169,44,GulliverRM,6,1 3 4 5 8 12 13
e11,83,124,3,1771,2323,239,169,44,GulliverRM,6,1 3 131 3 13 141 3 131 3 12 13 14
e11,84,125,3,1771,2109,309,6,22,GulliverBL,6,Table 4
e11,85,126,3,1771,2133,315,6,9,GulliverRM,6,NG
e11,86,127,3,1771,2145,314,49,17,GulliverBL,6,"20501005001,0005,000"
e11,87,128,3,1771,2198,319,100,11,GulliverRM,6,100100100100100100100100100100100100
e11,88,129,3,1771,2372,315,6,26,GulliverRM,6,Folds (%)
e11,89,130,3,1771,2385,315,109,29,GulliverRM,6,10 (100%)10 (100%)0 (0%)0 (0%)0 (0%)0 (0%)0 (0%)0 (0%)
e11,89,131,3,1771,2385,315,109,29,GulliverRM,6,0 (0%)
e11,89,132,3,1771,2385,315,109,29,GulliverRM,6,2 (20%)0 (0%)10 (100%)0 (0%)
e11,90,133,3,1771,2133,428,6,7,GulliverRM,6,PC
e11,91,134,3,1771,2147,428,116,9,GulliverRM,6,0.60.60.60.60.60.60.60.60.60.6
e11,91,135,3,1771,2147,428,116,9,GulliverBL,6,0.20.40.60.8
e11,92,136,3,1771,2266,428,32,9,GulliverRM,6,0.60.60.60.6
e11,93,137,3,1771,2385,427,109,7,GulliverRM,6,13456789
e11,93,138,3,1771,2385,427,109,7,GulliverRM,6,10
e11,93,139,3,1771,2385,427,109,7,GulliverRM,6,11121314
e11,94,140,3,1771,2133,481,6,9,GulliverRM,6,PM
e11,95,141,3,1771,2147,481,150,17,GulliverRM,6,0.0330.0330.0330.0330.0330.0330.0330.0330.0330.0330.0330.0330.0330.033
e11,95,142,3,1771,2147,481,150,17,GulliverBL,6,0.0110.0330.0550.077
e11,96,143,3,1771,2133,533,6,7,GulliverRM,6,SA
e11,97,144,3,1771,2147,533,152,21,GulliverRM,6,"1, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 131, 3, 13"
e11,98,145,3,1771,2305,309,23,251,GulliverRM,6,"NG, number of generations; PS, population size; PC, probability of crossover; PM,probability of mutation; SA, selected attributes. The values for the changing param-eter in each experiment are presented in bold."
e11,99,146,3,1771,2347,309,6,22,GulliverBL,6,Table 5
e11,100,147,3,1771,2357,309,6,137,GulliverRM,6,Results for the 10-fold cross validation mode.
e11,101,148,3,1771,2372,427,6,27,GulliverRM,6,Attribute
e11,102,149,3,1771,2499,40,14,251,GulliverRM,6,Population size: 20; number of generations: 20; probability of crossover: 0.6; prob-ability of mutation: 0.033.
e11,103,150,3,1771,2501,309,14,251,GulliverRM,6,Population size: 20; number of generations: 20; probability of crossover: 0.6; prob-ability of mutation: 0.033.
e11,104,151,4,2632,2677,152,6,317,GulliverIT,6,M. Vizcaíno-González et al. / European Research on Management and Business Economics 22 (2016) 162–166
e11,105,152,4,2632,2677,561,6,11,GulliverRM,6,165
e11,106,153,4,2632,2696,51,91,251,GulliverRM,7,"support or rejection to managerial proposals. Moreover, the yearappears as another signiﬁcant feature, indicating that the momentat which the votes refer is relevant in explaining their direction. Inorder to understand this last inﬂuential relation, it must be takeninto account that the time horizon considered in our sample cov-ers some critical moments for the United States banking sector,including bankruptcies, severe reputational failures, and mergersand acquisitions. Thus, our results suggest that these critical eventsmay have inﬂuenced the aggregated vote direction."
e11,107,154,4,2632,2812,51,7,60,GulliverBL,7,5. Conclusions
e11,108,155,4,2632,2835,51,70,251,GulliverRM,7,"Using a sample of 309 companies from the United States bank-ing industry, and collecting votes issued by the largest large capfunds and by socially responsible investing funds about manage-rial proposals presented in their corporate meetings during the11-year period from 2003 to 2013, we investigate the determinantsof the vote direction among an extensive set of ﬁnancial variablesby means of a genetic algorithm."
e11,109,156,4,2632,2908,51,102,251,GulliverRM,7,"Our ﬁndings suggest that there are three main attributes thatcontribute to explain the global voting support or rejection. First,the market capitalization of the ﬁrm appears as a key explanatoryfactor, indicating that the corporate market value is an inﬂu-ential feature. Second, the number of funds voting also arises,suggesting that the shareholder activism is a key feature as well.Finally, the moment at which the votes refer is also impor-tant, suggesting that the critical events affecting the bankingindustry in recent times may have affected the aggregated votedirection."
e11,110,157,4,2632,3012,51,39,251,GulliverRM,7,"Considering that voting behavior has been previously con-nected to reputational harm, our ﬁndings provide some interestinginsights about key aspects that should be considered in order tobuild an effective reputational risk management strategy."
e11,111,158,4,2632,3076,51,7,43,GulliverBL,7,References
e11,112,159,4,2632,3097,51,22,251,GulliverRM,6,"Ahmed, Z., & Zeeshan, S. (2014). Applying WEKA towards machine learning withgenetic algorithm and back-propagation neural networks."
e11,112,160,4,2632,3097,51,22,251,GulliverIT,6,Journal of Data Miningin Genomics & Proteomics
e11,112,161,4,2632,3097,51,22,251,GulliverRM,6,","
e11,112,162,4,2632,3097,51,22,251,GulliverIT,6,5
e11,112,163,4,2632,3097,51,22,251,GulliverRM,6,"(2), 157."
e11,113,164,4,2632,3121,51,6,251,GulliverRM,6,"Allen, F., & Santomero, A. M. (2001). What do ﬁnancial intermediaries do?"
e11,113,165,4,2632,3121,51,6,251,GulliverIT,6,Journal of
e11,114,166,4,2632,3112,332,6,15,GulliverRM,6,Sons.
e11,115,167,4,2632,3129,63,6,105,GulliverIT,6,Banking & Finance
e11,115,168,4,2632,3129,63,6,105,GulliverRM,6,","
e11,115,169,4,2632,3129,63,6,105,GulliverIT,6,25
e11,115,170,4,2632,3129,63,6,105,GulliverRM,6,"(2), 271–294."
e11,116,171,4,2632,3137,51,6,251,GulliverRM,6,"Allen, F., & Santomero, A. M. (1997). The theory of ﬁnancial intermediation."
e11,116,172,4,2632,3137,51,6,251,GulliverIT,6,Journal
e11,117,173,4,2632,3145,63,6,124,GulliverIT,6,of Banking & Finance
e11,117,174,4,2632,3145,63,6,124,GulliverRM,6,","
e11,117,175,4,2632,3145,63,6,124,GulliverIT,6,21
e11,117,176,4,2632,3145,63,6,124,GulliverRM,6,"(11), 1461–1485."
e11,118,177,4,2632,3153,51,6,251,GulliverRM,6,"Bebchuk, L., & Cohen, A. (2002). Firms’ decisions. Where to incorporate."
e11,118,178,4,2632,3153,51,6,251,GulliverIT,6,Journal of
e11,119,179,4,2632,3161,63,6,108,GulliverIT,6,Law and Economics
e11,119,180,4,2632,3161,63,6,108,GulliverRM,6,","
e11,119,181,4,2632,3161,63,6,108,GulliverIT,6,46
e11,119,182,4,2632,3161,63,6,108,GulliverRM,6,"(2), 383–425."
e11,120,183,4,2632,3169,51,22,251,GulliverRM,6,"Becker, B., Bergstresser, D., & Subramanian, G. (2013). Does shareholder proxy accessimprove ﬁrm value? Evidence from the business roundtable challenge."
e11,120,184,4,2632,3169,51,22,251,GulliverIT,6,Journalof Law and Economics
e11,120,185,4,2632,3169,51,22,251,GulliverRM,6,","
e11,120,186,4,2632,3169,51,22,251,GulliverIT,6,56
e11,120,187,4,2632,3169,51,22,251,GulliverRM,6,"(1), 127–160."
e11,121,188,4,2632,3193,51,22,251,GulliverRM,6,"Berger, A. N., Kashyap, A. K., Scalise, J. M., Gertler, M., & Friedman, B. M. (1995). Thetransformation of the US banking industry: What a long, strange trip it’s been."
e11,121,189,4,2632,3193,51,22,251,GulliverIT,6,Brookings Papers on Economic Activity
e11,121,190,4,2632,3193,51,22,251,GulliverRM,6,","
e11,121,191,4,2632,3193,51,22,251,GulliverIT,6,2
e11,121,192,4,2632,3193,51,22,251,GulliverRM,6,", 55–218."
e11,122,193,4,2632,3217,51,6,251,GulliverRM,6,"Bernile, G., & Jarrell, G. A. (2009). The impact of the options backdating scandal on"
e11,123,194,4,2632,3225,63,6,189,GulliverRM,6,shareholders.
e11,123,195,4,2632,3225,63,6,189,GulliverIT,6,Journal of Accounting and Economics
e11,123,196,4,2632,3225,63,6,189,GulliverRM,6,","
e11,123,197,4,2632,3225,63,6,189,GulliverIT,6,47
e11,123,198,4,2632,3225,63,6,189,GulliverRM,6,"(1), 2–26."
