pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
8,6595,12,0,0,0,0,0,0,0,0,0,1,RE,d,m39
8,6595,12,0,0,0,0,0,0,0,0,0,1,RE,e,m39
8,6996,12,0,0,0,0,0,0,0,0,0,1,RE,Figure 6.,m39
8,6996,12,0,0,0,0,0,0,0,0,0,1,RE,a,m39
8,6996,12,0,0,0,0,0,0,0,0,0,1,RE,b,m39
8,6996,12,0,0,0,0,0,0,0,0,0,1,RE,c,m39
8,6996,12,0,0,0,0,0,0,0,0,0,1,RE,d,m39
8,6996,12,0,0,0,0,0,0,0,0,0,1,RE,e,m39
10,8658,12,0,0,0,0,0,0,0,0,0,1,RE,Figure 9.,m39
10,8658,12,0,0,0,0,0,0,0,0,0,1,RE,a,m39
10,8658,12,0,0,0,0,0,0,0,0,0,1,RE,b,m39
10,8658,12,0,0,0,0,0,0,0,0,0,1,RE,c,m39
12,10362,12,0,0,0,0,0,0,0,0,0,1,RE,2000,m39
12,10396,12,0,0,0,0,0,0,0,0,0,1,RE,1998,m39
12,10464,12,0,0,0,0,0,0,0,0,0,1,RE,2013,m39
12,10498,12,0,0,0,0,0,0,0,0,0,1,RE,2012,m39
12,10532,12,0,0,0,0,0,0,0,0,0,1,RE,1997,m39
12,10566,11,0,0,0,0,0,0,0,0,0,1,RE,2002,m39
12,10600,12,0,0,0,0,0,0,0,0,0,1,RE,1998,m39
12,10600,11,0,0,0,0,0,0,0,0,0,1,RE,2000,m39
13,11345,12,0,0,0,0,0,0,0,0,0,1,RE,2003,m39
13,11413,12,0,0,0,0,0,0,0,0,0,1,RE,2005,m39
13,11447,12,0,0,0,0,0,0,0,0,0,1,RE,1997,m39
13,11464,12,0,0,0,0,0,0,0,0,0,1,RE,1993,m39
13,11532,12,0,0,0,0,0,0,0,0,0,1,RE,1998,m39
14,11693,12,0,0,0,0,0,0,0,0,0,1,RE,2015,m39
14,11693,12,0,0,0,0,0,0,0,0,0,1,RE,393,m39
14,11744,12,0,0,0,0,0,0,0,0,0,1,RE,2011,m39
14,11778,12,0,0,0,0,0,0,0,0,0,1,RE,2000,m39
14,11795,12,0,0,0,0,0,0,0,0,0,1,RE,2004,m39
14,11863,12,0,0,0,0,0,0,0,0,0,1,RE,1995,m39
14,11880,12,0,0,0,0,0,0,0,0,0,1,RE,1990,m39
14,11880,12,0,0,0,0,0,0,0,0,0,1,RE,2000,m39
14,11839,9,0,0,0,0,0,0,0,0,0,1,RE,6. Conclusions,m40
14,12194,9,0,0,0,0,0,0,0,0,0,1,RE,References,m40
5,3160,7,0,0,0,0,0,0,0,0,0,1,RE,2017,m42
8,6242,7,0,0,0,0,0,0,0,0,0,1,RE,2017,m42
11,9120,9,0,0,0,0,0,0,0,0,0,1,RE,References,m42
8,6449,8,0,0,0,0,0,0,0,0,0,1,RE,2012,m43
11,9212,9,0,0,0,0,0,0,0,0,0,1,RE,References,m44
8,6604,10,0,0,0,0,0,0,0,0,0,1,RE,a,m45
8,6604,10,0,0,0,0,0,0,0,0,0,1,RE,b,m45
8,6604,10,0,0,0,0,0,0,0,0,0,1,RE,a,m45
8,6604,10,0,0,0,0,0,0,0,0,0,1,RE,b,m45
9,7392,9,0,0,0,0,0,0,0,0,0,1,RE,5,m45
9,7392,9,0,0,0,0,0,0,0,0,0,1,RE,Results,m45
9,7392,9,0,0,0,0,0,0,0,0,0,1,RE,and,m45
9,7392,9,0,0,0,0,0,0,0,0,0,1,RE,Discussion,m45
14,12005,9,0,0,0,0,0,0,0,0,0,1,RE,References,m45
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,"The results indicate that, at equal operating conditions, viscous dissipation and thermal",m46
12,10327,7,0,0,0,0,0,0,0,0,0,0,RE,.,m46
12,10327,7,0,0,0,0,0,0,0,0,0,0,RE,",",m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,"increases.relaxation dissipation have opposing behaviors. WhileConsequently, an optimum value of",m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,/,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,"exists, denoted as",m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,(,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,/,m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,),m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,", at which the total acousticdissipation becomes a minimum,",m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,(cid:0),m46
12,10327,7,0,0,0,0,0,0,0,0,0,0,RE,.,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,. The impact of the heat exchanger metal temperature on,m46
12,10327,7,0,0,0,0,0,0,0,0,0,0,RE,..,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,increases with,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,". Further,",m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,(,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,/,m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,),m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,"is also investigated. It is determined that, in general,are obtained to be decreasing with metal temperature",m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,". In fact, heat transfer with minimum acousticenergy dissipation at lower temperature defects leads to",m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,≈,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,". For example, at a drive ratio of 0.06and metal temperature of 285, the minimum dissipation occurs around",m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,(,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,/,m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,),m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,≈,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,16; whereas at,m46
12,10327,10,0,0,0,0,0,0,0,0,0,0,RE,=,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,"300 and higher, the minimum dissipation appears at relatively lower",m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,/,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,. The relation betweenthe acoustic energy dissipation and the drive ratio for various,m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,"is also presented. It is shown that theacoustic energy dissipation increases with the drive ratio. The growth rate, however, was lower forsmaller values of",m46
12,10327,9,0,0,0,0,0,0,0,0,0,0,RE,.,m46
14,11735,9,0,0,0,0,0,0,0,0,0,1,RE,Greek symbols:,m46
14,11917,9,0,0,0,0,0,0,0,0,0,1,RE,Subscripts:,m46
14,12083,9,0,0,0,0,0,0,0,0,0,1,RE,References,m46
10,8548,9,0,0,0,0,0,0,0,0,0,1,RE,5. Conclusions,m49
10,8797,9,0,0,0,0,0,0,0,0,0,1,RE,Nomenclature,m49
9,7416,9,0,0,0,0,0,0,0,0,0,1,RE,4. Numerical Examples,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,Entropy,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,2018,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,",",m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,20,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,", x  12 of 20",m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,Figure 4.,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,Effects of,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,x,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,and,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,on,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,versus,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,characteristic.,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,x,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,E,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,x,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,η,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,Figure 5.,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,Effects of,m50
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,a,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,and,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,b,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,on,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,P,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,versus,m50
11,9051,7,0,0,0,0,0,0,0,0,0,0,RE,characteristic.,m50
14,11910,9,0,0,0,0,0,0,0,0,0,1,RE,Nomenclatures,m50
15,12626,9,0,0,0,0,0,0,0,0,0,1,RE,Abbreviations,m50
15,12841,9,0,0,0,0,0,0,0,0,0,1,RE,References,m50
14,12189,9,0,0,0,0,0,0,0,0,0,1,RE,References,m1
13,11438,9,0,0,0,0,0,0,0,0,0,1,RE,References,m2
14,12133,9,0,0,0,0,0,0,0,0,0,1,RE,References,m3
12,10349,9,0,0,0,0,0,0,0,0,0,1,RE,References,m4
12,10027,9,0,0,0,0,0,0,0,0,0,1,RE,References,m5
12,10586,9,0,0,0,0,0,0,0,0,0,1,RE,References,m6
9,7608,9,0,0,0,0,0,0,0,0,0,1,RE,References,m7
11,9130,9,0,0,0,0,0,0,0,0,0,1,RE,References,m8
18,15904,9,0,0,0,0,0,0,0,0,0,1,RE,References,m9
10,8562,9,0,0,0,0,0,0,0,0,0,1,RE,References,m10
