pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
1,221,9,0,0,0,0,0,0,0,0,0,1,AU,Xiao-Yong Wang,m2
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,Christoph Prall,m3
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,"*, Daniel Erni",m3
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,and Dirk Rueter,m3
1,258,9,0,0,0,0,0,0,0,0,0,1,AU,"Ana Isabel Argente-García, Yolanda Moliner-Martínez, Esther López-García, Pilar Campíns-Falcóand Rosa Herráez-Hernández *",m4
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,Arshad Khan,m5
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,", Kashif Ali Abro",m5
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,", Asifa Tassaddiq",m5
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,and Ilyas Khan,m5
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,*,m5
1,218,9,0,0,0,0,0,0,0,0,0,1,AU,Lluís Gil,m6
1,218,9,0,0,0,0,0,0,0,0,0,1,AU,"*, Ernest Bernat-Masó",m6
1,218,9,0,0,0,0,0,0,0,0,0,1,AU,and Francisco Javier Cañavate,m6
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,Mariya Aleksandrova,m7
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,*,m7
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,", Georgi Kolev",m7
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,", Yordanka Vucheva",m7
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,", Habib Pathan",m7
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,and Krassimir Denishev,m7
1,197,9,0,0,0,0,0,0,0,0,0,1,AU,Ipsita Mandal,m8
1,197,9,0,0,0,0,0,0,0,0,0,1,AU,* and Atri Bhattacharya,m8
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,Shengwei Huang,m9
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,", Chengzhou Li",m9
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,", Tianyu Tan",m9
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,", Peng Fu",m9
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,", Ligang Wang",m9
1,257,9,0,0,0,0,0,0,0,0,0,1,AU,*and Yongping Yang,m9
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,Zengchao You,m10
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,", Florian Meier",m10
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,and Steffen Weidner,m10
1,237,9,0,0,0,0,0,0,0,0,0,1,AU,*,m10
