filename,top,Text
i28,2610,K 1 1 s 100 100 s
i28,2611,augmenting  all  of  the  area  transfer  functions  in  (1)
i28,2612,K s
i28,2617,0 0
i28,2623,results in an overall grid transfer function T s ( ) as
i28,2631,K s
i28,2637,0 K 0
i28,2650,PrP K s
i28,2656,ACEFreq 0 0 K
i28,2662,"T s ( ) , TT"
i28,2673,11 s 0 0 0
i28,2676,K 0 K 0 K 0 K 0 0 0
i28,2680,0 K K
i28,2686,TT TT
i28,2693,"( ) T s , E"
i28,2700,0
i28,2710,"KT s ( ),"
i28,2731,"where, for the case of three areas ( i = 1, 2, 3),"
i28,2753,]
i28,2755,"ACE [ ACE ,"
i28,2767,] ]
i28,2768,"Freq [ Freq ,"
i28,2779,"where  both  the  static  feedback  gain  matrix K and  thedynamic  matrixhave  block-diagonal  structures.therefore, the controller dynamic equation is representedbywhich generates the control command P asa function of ace as"
i28,2782,", [ ] r"
i28,2791,T s ( )
i28,2795,"r [ ,"
i28,2807,]
i28,2809,"P [ P ,"
i28,2815,"KT s ( ),"
i28,2839,"T diag ) T (represents the diagonal trans-and fer  function  matrix  from  inputs], r P { , U } P as  indi-Freq ACE,{ cated in figure 3, for the case of three areas ( i = 1, 2, 3),the  interconnection  transfer  functionis  repre-sented by"
i28,2851,U [ P KT s ACE( ) .
i28,2861,]
i28,2863,to  outputs Y Y }. [
i28,2875,"In the rest of this article, for notational simplicity andto  transform  the  system  into  the  standard  state-space P model,  the  new  variables y are  defined.  the  notations r [in  (3)]  and u are  in  line r r r with the variables r and u in figure 2 (and] u ,Using thesenotations, the system in (3) and the dynamic controller in(5) are simplified and transformed to"
i28,2887,( ) T s
i28,2899,T s ACE( ) and u
i28,2922,"[ r 1 2 3, )."
i28,2927,"P , Freq T s ( ) TT s T s T s"
i28,2933,u u u ]
i28,2935,for the three areas i [
i28,2939,TsTs s
i28,2940,Ts sTs
i28,2958,T T
i28,2963,T s ( ) .
i28,2977,T T
i28,2982,"u , r"
i28,2989,"y ( ) T s ( T s T s ( ), ( ))"
i28,3004,u Ky
i28,3005,.
i28,3019,"the  lower  linear  fractional  transformation  of  thegrid  transfer  functionand  the  interconnection transfer function( )),(which  yields  the  following  input–output  dynamicequation:"
i28,3031,T s ( ) the linear system transfer function in (6) can be trans-formed into the following equivalent state-space model byusing the command tf2ss in matlaB:
i28,3043,"is represented by T s T s ( ), ( ) T s"
i28,3075,x Ax Bu Er
i28,3076,","
i28,3090,"P r y Cx Fr ,"
i28,3096,ACE
i28,3097,"( T s T s ( ), ( )) ."
i28,3103,"z Mx ,"
i28,3127,"the transfer functionsection to design a decentralized pI controller. T s T s ( ), ( )) ( is used in the next where x , u , r , y , and z represent the state, input, distur-bance,  measurement  output,  and  performance  outputvectors, respectively. In this article, for the transfer func- however,  (8) 0 is kept in its general form with z )to develop an optimization algorithm for the more genericform of the problem in (8)."
i28,3162,"In this section, a decentralized pI controller is formu-lated  for  the  dynamic  equation  in  (3).  the  decentral-ized  controller  takes  the  required  measurements  tocalculate  ace  and,  based  on  it,  generates  the  controlcommand P such  that  ace  will  converge  to  zeroand the control performance will be robust to the dis-"
i28,3163,y ( M C and
i28,3175,F
i28,3211,"In the next section, the feedback gain matrix K in (7),for which the decentralized structure is indicated in (4), iscalculated and optimized for the state-space model in (8)"
i28,3399,"such that the performance output z will converge to zero,whereas  the  control  performance  will  be  robust  to  thedisturbance r . will  minimize  output  energy,  input  energy,  and  distur-bance impact, and the last term will enforce the decentral-ized, respectively, structure of the feedback gain matrix K in (4) and (5)."
i28,3446,"In this section, an optimization technique will be usedto design the feedback gain matrix K in (7) for the state-space model in (8). the feedback gain matrix K will beoptimized such that the performance output z will con-verge to zero, and the control performance will be robustto the disturbance r , while K will preserve its decentral-ized structure indicated in (4)."
i28,3447,"for  the  optimization  problem  (12)  to  converge  to  alocally minimum point, the following five conditions needto be satisfied [14]: system  matrix A is  output  stabilizable,  which  meansthere exists a matrix K that makes A + BKC hurwitz."
i28,3507,system matrix C has full rank. matrices Q and R in (12) are semipositive and positive
i28,3530,"definite, respectively, i.e., Q 0 and, 0"
i28,3531,"R is  detectable,  where Q is  the) Q M A ."
i28,3543,the  pair  (
i28,3553,Q Q Q
i28,3555,"Using the feedback gain matrix K in (7) for thestate-space model in (8), the closed-loop system is trans -formed to square root of Q such that ."
i28,3567,"the  positive  integer k is  chosen  such  that  the  pair C K RKC A )is  detectable,  where P is  as"
i28,3579,", ( ! k P presented in (14). the  integral  term  in  the  minimization  problem  (12) can be replaced by an equivalent algebraic term subject toseveral algebraic riccati constraints as"
i28,3602,x
i28,3603,"E BKF r A x B r () , A BKC x ()"
i28,3625,"y Cx Fr ,"
i28,3638,z Mx .
i28,3650,z Vz
i28,3652,"J trace ( P X ) g k ,"
i28,3662,"r and  denoting  the  steady-state  and  tran-sient  values  of  a  variable  by  “−”  and  “˜”,  respectively,  thesteady-state equations [associated with the closed-loop sys-tem in (9) and the feedback gain matrix in (7)] are given by"
i28,3663,taking r
i28,3674,A P P A M QM 0
i28,3675,"Subject to f ,"
i28,3689,A P
i28,3690,"P A P 0 , f"
i28,3716,A P
i28,3717,"f P A P 0 ,"
i28,3727,x 0 y Cx Fr z Mx u Kx
i28,3728,", A B r CA B , MA B r , KA B r"
i28,3729,A x B r x y z u
i28,3730,(
i28,3731,A P C K RKC
i28,3732,"f P A k P ! 0 ,"
i28,3742,",) F r"
i28,3758,where X is defined by using x in (10) as
i28,3781,.
i28,3782,X xx
i28,3783,A B r r B A
i28,3795,and the associated transient equations are given by
i28,3807,to minimize the cost function J in (13) with respect to
i28,3816,". x A x y Cx z Mx u KCx ,"
i28,3819,", , K , the lagrangian L is defined as"
i28,3843,"Based on the steady-state and transient equations (10)and (11), the cost (objective) function of the optimal con-troller will be formulated and solved. z Vz"
i28,3844,"L trace ( P X ) g k ,"
i28,3854,"),"
i28,3855,trace
i28,3863,( f trace ( f )
i28,3890,"Cost Function and Optimization Problem Formulation In this section, the following problem of minimizing thecost function J is considered and solved:"
i28,3891,"wherestraints , ..., f , ..., are the lagrange multipliers for the con- in (14). f"
i28,3915,taking the partial derivatives of L with respect to thelagrange  multipliers results  in  the  same  set  of equations as in (14). taking the partial derivative of L withrespect to K results in
i28,3927,", ...,"
i28,3947,t z Qz u Ru dt z Vz
i28,3949,"J Minimize ,Subject  ot u Ky ( ) g k ,"
i28,4682,V V m
i28,4686,^ h
i28,4687,c
i28,4783,D D D
i29,5662,C C V C V
i29,8041,T
i30,3005,B. CONTROL IMPLEMENTATION
i30,3211,W s
i32,2611,p
i32,3448,A. EQUIVALENT TRANSFORMATION VIA THERB ASSIGNMENT MATRIX a a a f
i32,3478,a
i32,3579,x x y y x y
i32,3601,e
i32,3666,a f a e f e
i32,3734,a a e e
i32,3863,f e
i32,3866,e e
i32,3886,e f e
i32,3888,e
i32,5638,e y
i32,6353,f
i32,7230,f
i32,7340,N J
i33,2613,H
i33,3200,C. PERFORMANCE METRICS
i33,5518,P
i35,5353,Proof: N N
i35,5629,N
i35,7178,P
i35,7230,P
i35,8041,L
i35,8061,P P
i35,8062,L
i38,3020,4) INDIVIDUAL/INSTANCE CREATION
i40,2296,T
i40,2316,T T
i40,2401,V
i40,2644,C I
i40,2659,I I I
i40,2730,I I
i40,2734,H
i40,2736,H
i40,2894,T
i40,2970,T T
i40,2987,T T T T T
i40,3060,T T T
i40,3114,h
i40,3116,C T h C
i40,3140,H
i40,3197,T
i40,3231,T
i40,3243,T T
i40,3600,T
i40,3737,T T
i40,3794,T
i40,3849,T
i40,5638,u RB Px KxPBR B P A P PA Q
i40,5670,A A E E A A
i40,5674,Q
i41,1858,2) NODAL POWER BALANCE CONSTRAINTS
i42,3448,A. CLINICIAN OBSERVATION
i43,5517,r
i43,8010,N P x G h h x
i43,8047,d
i43,8077,d N
i45,4780,f x y z f x y z x y z
i46,5351,T ID T T T SK
i46,5661,m H T
i46,6342,Theorem 2:
i47,4053,i
i48,7232,RuleConditionsList reverse RuleConditionsList
i49,3223,A. CONSTRUCTION OF PRODUCT RETRIEVAL TREE
i50,7181,","
i8,4671,1) Manual Control:
i8,4779,2) Cruise Control:
i8,4796,1) System Components:
i8,5351,2) Low-Level Controllers for ADASs:
i8,5353,5) HMI Component Models:
i8,5518,3) Component Observers:
i8,5545,6) CC Formal Requirements:
i8,5629,7) Enabling CC:
i8,5665,8) Activating and Deactivating CC:
i8,5805,4) Controller Observers:
i8,6158,9) Setting the Set-Point Velocity:
i8,6342,10) Decreasing the Set-Point Velocity:
i8,6354,11) Erasing the Set-Point Velocity:
i8,6481,12) Activating and Deactivating ACC:
i9,6097,1) Purpose:
i9,6181,2) Method: 3) Results:
i9,7178,2) Method:
i9,7227,4) Discussion:
i9,7346,3) Results:
i9,7444,1) Purpose:
i9,7997,4) Discussion:
i9,8044,3) Results:
i9,8159,1) Purpose:
i9,8266,2) Method:
i9,9185,4) Discussion:
