filename,top,Text
m35,30422,"methods. In ; Wiley: Hoboken, NJ, USA, 2011; pp. 227–262.Sriket, P.; Benjakul, S.; Visessanguan, W.; Kijroongrojana, K. Comparative Studies on Chemical Compositionand Thermal Properties of Black Tiger Shrimp ( ) and White Shrimp ( )Meats. , , 1199–1207. [CrossRef]"
m35,30436,28
m35,30474,"29. Danyi, S.; Widart, J.; Douny, C.; Dang, P.K.; Baiwir, D.; Wang, N.; Tu, H.T.; Tung, V.T.; Phuong, N.T.;Kestemont, P.; . Determination and Kinetics of Enroﬂoxacin and Ciproﬂoxacin in Tra Catﬁsh( ) and Giant Freshwater Prawn ( ) Using a LiquidChromatography/mass Spectrometry Method. , , 142–152. [CrossRef][PubMed]"
m35,30539,"30. Pearce, J.N.; Burns, B.G.; van de Riet, J.M.; Casey, M.D.; Potter, R.A. Determination of Fluoroquinolonesin Aquaculture Products by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry(UPLC-MS/MS . , , 39–46. [CrossRef][PubMed]"
m35,30590,"31. Wan, G.H.; Cui, H.; Pan, Y.L.; Zheng, P.; Liu, L.J. Determination of Quinolones Residues in Prawn Using #NAME? Chemiluminescence Detection."
m35,30603,"High-Performance Liquid Chromatography with Ce(IV)-Ru(bpy) , , 1–9. [CrossRef] [PubMed]"
m35,30629,"32. Poapolathep, A.; Jermnak, U.; Chareonsan, A.; Sakulthaew, C.; Klangkaew, N.; Sukasem, T.; Kumagai, S.Dispositions and Residue Depletion of Enroﬂoxacin and Its Metabolite Ciproﬂoxacin in Muscle Tissue ofGiant Freshwater Prawns ( ). , , 229–234. [CrossRef][PubMed]"
m35,30681,"33. Takeda, N.; Gotoh, M.; Matsuoka, T. Rapid Screening Method for Quinolone Residues in Livestockand Fishery Products Using Immobilised Metal Chelate Afﬁnity Chromatographic Clean-up and Liquid Chromatography-Fluorescence Detection. , , 1168–1174. [CrossRef] [PubMed]Schröder, U.; MacHetzki, A. Determination of Flumequine, Nalidixic Acid and Oxolinic Acid in Shrimps byHigh-Performance Liquid Chromatography with Fluorescence Detection. , ,627–634. [CrossRef]"
m35,30732,34
m36,7791,Table 2.
m37,4619,2 2
m37,4624,2 2 2 0
m37,5491,Table 1.
m37,12803,− −
m37,13700,2017 2017
m37,13894,"for CPU cooling system. , , 1–8."
m37,13907,"18. Barry M.M.; Agbim, K.A.; Rao, P.; Clifford, C.E.; Reddy, B.V.K.; Chyu, M.K. Geometric optimization of"
m37,13919,"thermoelectric elements for maximum efﬁciency and power output. , , 388–407."
m37,13932,"19. Karimi, G.; Culham, J.R.; Kazerouni, V. Performance analysis of multi-stage thermoelectric coolers."
m37,13945,", , 2129–2135.Sharma, S.; Dwivedi, V.; Pandit, S. Thermoeconomic Analysis of Multi-Stage Thermoelectric Cooler. , , 77–82."
m37,13958,20
m37,13984,"21. Wang, X.-D.; Wang, Q.-H.; Xu, J. Performance analysis of two-stage TECs (thermoelectric coolers) using a"
m37,13997,"three-dimensional heat-electricity coupled model. , , 419–429."
m37,14010,"22. Cheng, Y.-H.; Shih, C. Maximizing the cooling capacity and COP of two-stage thermoelectric coolers through"
m37,14023,"genetic algorithm. , , 937–947."
m38,4599,Table 1.
m38,4666,Monolayer Bilayer Monolayer Bilayer
m38,14432,−
m38,14468,(cid:107) (cid:107)
m38,25080,", , 238 29 of 30"
m4,4902,Table 1.
m4,8313,Table 2.
m40,2948,Figure 1.
m40,3059,3
m40,5491,Table 5.
m40,5708,Table 6.
m41,5491,Table 1.
m41,5695,Table 3.
m41,5720,n Nominal (ng/mL) GM (ng/mL) SD (ng/mL) Accuracy (%) WRP (%) BRP (%)
m41,7547,1994 2005 2004
m42,2289,Table 1.
m42,7557,Figure 5 a
m43,5721,2005 2015
m43,6500,2013
m43,7547,2015 1989
m43,7805,2010
m45,3185,3 3
m45,6988,◦
m45,13118,2017
m46,4621,.
m46,4800,Parameter Symbol Value Units
m48,4162,Wave Number Range (cm )
m48,4164,Bonding
m48,4902,Melting Point ( C) Freezing Point ( C)
m48,7802,2012
m48,7815,2014
m49,5214,"Entropy 2018 , 20 , x  7 of 13"
m50,5996,2 5 2 1 1 2
m50,13119,2013
m50,13700,2013 2014
m50,13894,"selective electron engine. , , 94–108. [CrossRef]"
m50,13907,"33. Ding, Z.M.; Chen, L.G.; Ge, Y.L.; Sun, F.R. Performance optimization of total momentum ﬁlteringdouble-resonance energy selective electron heat pump. , , 49–61. [CrossRef]34. Zhou, J.L.; Chen, L.G.; Ding, Z.M.; Sun, F.R. Exploring the optimal performance of irreversible single"
m50,13945,"resonance energy selective electron refrigerator. , , 149. [CrossRef]"
m50,13958,"35. Ge, Y.L.; Chen, L.G.; Sun, F.R. Progress in ﬁnite time thermodynamic studies for internal combustion engine"
m50,13971,"cycles. , , 139. [CrossRef]Sun, F.R.; Chen, L.G.; Chen, W.Z. Finite time Thermodynamics analysis and evaluation for a heat engine withsteady-state energy conversion between heat sources. , , 1–6. (In Chinese)37. Wu, C. Speciﬁc power optimization of a closed-cycle OTEC plants. , , 307–314. [CrossRef]Sahin, B.; Kodal, A.; Yavuz, H. Maximum power density analysis of an endoreversible Carnot heat engine.38. , , 1219–1225. [CrossRef]Sahin, B.; Kodal, A.; Yavuz, H. Efﬁciency of Joule-Brayton engine at maximum power density. , , 1309–1313. [CrossRef]Jubeh, N.M. Exergy analysis and second law efﬁciency of a regenerative Brayton cycle with isothermal heataddition. , , 172–187. [CrossRef]"
m50,13984,36
m6,2276,Table 1.
m6,4216,Table 2.
m6,4599,Table 3.
m6,4805,Table 4.
m6,4945,Table 5.
m9,2936,Table 1.
m9,3787,Table 2.
m9,8521,Table 3.
m9,9573,Table 4.
m9,13122,Table 5.
m9,13706,Table 6.
