pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
5,3635,7,0,0,0,0,0,0,0,0,0,1,RE,.,e44
6,4749,7,0,0,0,0,0,0,0,0,0,1,RE,"28  Jonathan Fish and Stephen Scrivener, “Amplifying the Mind’s Eye:Sketching and Visual Cognition,”",e44
6,4749,7,0,0,0,0,0,0,0,0,1,1,RE,Leonardo,e44
6,4749,7,0,0,0,0,0,0,0,0,0,1,RE,"(1990): 117–26, DOI:",e44
6,4749,7,0,0,0,0,0,0,0,0,0,1,RE,https://doi.org/10.2307/1578475,e44
6,4749,7,0,0,0,0,0,0,0,0,0,1,RE,.,e44
4,2947,6,0,0,0,0,0,0,0,0,0,0,RE,0.997912.014,e50
4,2947,6,0,0,0,0,0,0,0,0,0,0,RE,0.98319.815,e50
7,5160,9,0,0,0,0,0,0,0,0,0,1,RE,References,e1
6,4698,8,0,0,0,0,0,0,0,0,0,0,RE,References,e3
6,4733,8,0,0,0,0,0,0,0,0,0,1,RE,References,e4
4,2948,7,0,0,0,0,0,0,0,0,0,0,RE,References,e6
5,3586,7,0,0,0,0,0,0,0,0,0,0,RE,References,e7
5,3534,7,0,0,0,0,0,0,0,0,0,1,RE,References,e8
4,3051,7,0,0,0,0,0,0,0,0,0,1,RE,References,e9
5,3638,7,0,0,0,0,0,0,0,0,0,1,RE,References,e10
