pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
14,12089,8,0,0,0,0,0,0,0,0,0,1,ACK,2015,m45
14,12089,8,0,0,0,0,0,0,0,0,0,1,ACK,2016,m45
14,12103,8,0,0,0,0,0,0,0,0,0,1,ACK,1988,m46
14,12103,8,0,0,0,0,0,0,0,0,0,1,ACK,2000,m46
5,3580,7,0,0,0,0,0,0,0,0,0,1,ACK,2016,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2007,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2009,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2012,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2013,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2016,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2013,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2011,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2006,m48
9,7479,8,0,0,0,0,0,0,0,0,0,1,ACK,2007,m48
14,12091,8,0,0,0,0,0,0,0,0,0,1,ACK,Acknowledgments:,m1
12,10489,8,0,0,0,0,0,0,0,0,0,1,ACK,Acknowledgments:,m6
9,7480,8,0,0,0,0,0,0,0,0,0,1,ACK,Acknowledgments:,m7
10,8829,8,0,0,0,0,0,0,0,0,0,1,ACK,Acknowledgments:,m8
10,8465,8,0,0,0,0,0,0,0,0,0,1,ACK,Acknowledgments:,m10
